key,timestamp,wall_time,imu_temp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,msu_ax,msu_ay,msu_az,baro_temp,baro
7354,1521780876.06437,2018-03-23_125436,54.489,0.669,-0.077,-0.813,-13.542,49.965,6.142,-11.459000000000001,37.321999999999996,-3.92,51.68,1016.58
7355,1521780876.10667,2018-03-23_125436,54.45,0.7070000000000001,-0.064,-0.7390000000000001,-11.2,37.033,12.497,-9.52,33.254,-7.1579999999999995,51.68,1016.58
7356,1521780876.16491,2018-03-23_125436,54.435,0.698,-0.059000000000000004,-0.763,-10.979000000000001,12.81,2.525,-9.873,32.9,-9.204,51.68,1016.58
7357,1521780876.21178,2018-03-23_125436,54.461999999999996,0.696,-0.043,-0.754,-3.7230000000000003,11.353,4.715,-11.635,29.009,-12.953,51.68,1016.57
7358,1521780876.26041,2018-03-23_125436,54.453,0.695,-0.046,-0.7290000000000001,-1.198,9.926,1.251,-9.696,27.416999999999998,-15.169,51.68,1016.57
7359,1521780876.30919,2018-03-23_125436,54.461999999999996,0.696,-0.043,-0.7190000000000001,-1.595,-2.35,-3.0589999999999997,-11.107000000000001,26.709,-14.145999999999999,51.68,1016.58
7360,1521780876.35556,2018-03-23_125436,54.45,0.701,-0.03,-0.736,-0.58,-10.368,-3.9139999999999997,-8.462,25.471,-13.635,51.68,1016.57
7361,1521780876.4172099,2018-03-23_125436,54.45,0.7020000000000001,-0.015,-0.78,-0.511,-12.589,-5.043,-10.049,26.355,-11.419,51.68,1016.6
7362,1521780876.46691,2018-03-23_125436,54.423,0.7070000000000001,-0.02,-0.794,2.9219999999999997,-9.689,-3.883,-9.696,27.416999999999998,-11.419,51.68,1016.59
7363,1521780876.55181,2018-03-23_125436,54.461999999999996,0.6759999999999999,-0.028999999999999998,-0.7809999999999999,6.966,-14.495999999999999,-3.845,-9.167,30.07,-11.931,51.69,1016.6
7364,1521780876.61046,2018-03-23_125436,54.468,0.6609999999999999,-0.025,-0.7859999999999999,5.172999999999999,-22.949,-3.571,-9.344,30.6,-11.419,51.69,1016.58
7365,1521780876.65771,2018-03-23_125436,54.477,0.6509999999999999,-0.031,-0.805,7.422999999999999,-28.778000000000002,-3.609,-8.991,29.893,-11.419,51.69,1016.58
7366,1521780876.70274,2018-03-23_125436,54.471000000000004,0.638,-0.040999999999999995,-0.8240000000000001,9.437999999999999,-31.746,-2.708,-9.52,32.192,-12.272,51.69,1016.6
7367,1521780876.74735,2018-03-23_125436,54.468,0.633,-0.066,-0.8390000000000001,9.735,-36.391999999999996,-2.9139999999999997,-7.581,34.846,-10.738,51.69,1016.6
7368,1521780876.78953,2018-03-23_125436,54.465,0.6659999999999999,-0.09,-0.875,9.628,-24.094,-5.936,-7.581,37.321999999999996,-11.419,51.69,1016.6
7369,1521780876.83679,2018-03-23_125436,54.474,0.636,-0.129,-0.895,13.252,-15.884,-14.427,-7.0520000000000005,37.499,-11.931,51.69,1016.61
7370,1521780876.88629,2018-03-23_125436,54.446999999999996,0.6629999999999999,-0.11900000000000001,-0.9109999999999999,15.747,-2.556,-12.97,-6.347,38.914,-10.908,51.69,1016.61
7371,1521780876.9290302,2018-03-23_125436,54.461999999999996,0.5710000000000001,-0.07400000000000001,-0.914,17.471,2.7769999999999997,-11.078,-6.876,39.091,-12.442,51.69,1016.61
7372,1521780876.97346,2018-03-23_125436,54.489,0.519,-0.027999999999999997,-0.8109999999999999,22.232,2.9530000000000003,-3.662,-7.0520000000000005,38.205999999999996,-10.908,51.69,1016.61
7373,1521780877.05271,2018-03-23_125437,54.471000000000004,0.568,-0.006,-0.86,32.593,3.8760000000000003,1.595,-7.228,38.383,-13.465,51.69,1016.58
7374,1521780877.10246,2018-03-23_125437,54.465,0.529,-0.011000000000000001,-0.897,19.409000000000002,-0.8320000000000001,-9.384,-5.289,37.853,-13.975999999999999,51.7,1016.62
7375,1521780877.1565,2018-03-23_125437,54.441,0.514,0.023,-0.927,-0.35100000000000003,-6.569,-14.519,-6.523,38.029,-16.192,51.7,1016.57
7376,1521780877.20222,2018-03-23_125437,54.461999999999996,0.541,0.022000000000000002,-0.9129999999999999,-8.193999999999999,6.104,-13.725,-6.347,40.329,-14.658,51.7,1016.57
7377,1521780877.25218,2018-03-23_125437,54.474,0.564,-0.037000000000000005,-0.862,-9.888,13.184000000000001,-14.633,-6.699,40.329,-14.658,51.69,1016.56
7378,1521780877.3001099,2018-03-23_125437,54.468,0.586,-0.071,-0.823,-9.338,18.921,-11.33,-8.815,39.621,-14.999,51.69,1016.56
7379,1521780877.35742,2018-03-23_125437,54.446999999999996,0.606,-0.044000000000000004,-0.8059999999999999,-13.152999999999999,22.141,-7.553,-8.462,38.205999999999996,-15.339,51.69,1016.57
7380,1521780877.41552,2018-03-23_125437,54.441,0.672,0.01,-0.82,-12.450999999999999,12.55,-1.617,-8.462,38.56,-13.975999999999999,51.69,1016.58
7381,1521780877.48663,2018-03-23_125437,54.483000000000004,0.68,0.0,-0.875,-10.902000000000001,4.433,0.885,-9.52,37.499,-14.317,51.69,1016.6
7382,1521780877.54059,2018-03-23_125437,54.471000000000004,0.6559999999999999,-0.031,-0.835,-10.88,11.505,1.77,-8.991,35.907,-13.465,51.7,1016.6
7383,1521780877.60227,2018-03-23_125437,54.456,0.664,-0.048,-0.795,-9.72,18.562,3.426,-10.225,35.73,-12.953,51.7,1016.56
7384,1521780877.68946,2018-03-23_125437,54.443999999999996,0.67,-0.026000000000000002,-0.767,-7.507000000000001,2.51,6.653,-8.815,34.315,-14.658,51.7,1016.56
7385,1521780877.75856,2018-03-23_125437,54.486000000000004,0.6779999999999999,-0.01,-0.8,-8.85,-0.648,4.913,-11.459000000000001,34.846,-13.465,51.7,1016.58
