train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,243400,2,3,223700,8,2,89370,0.8028
1,1,243400,2,3,223700,8,3,142120,0.8171
1,1,243400,3,1,110320,1,1,243400,1.0000
1,1,243400,3,1,110320,1,2,223010,0.9501
1,1,243400,3,1,110320,1,3,181870,0.9353
1,1,243400,3,1,110320,2,1,210550,0.7870
1,1,243400,3,1,110320,2,2,251930,0.7951
1,1,243400,3,1,110320,2,3,223700,0.7210
1,1,243400,3,1,110320,3,1,110320,0.9135
1,1,243400,3,1,110320,3,2,122580,0.9449
1,1,243400,3,1,110320,3,3,112370,0.9337
1,1,243400,3,1,110320,4,1,222600,0.8204
1,1,243400,3,1,110320,4,2,267800,0.8305
1,1,243400,3,1,110320,4,3,271990,0.8113
1,1,243400,3,1,110320,5,1,131210,0.8432
1,1,243400,3,1,110320,5,2,188720,0.8396
1,1,243400,3,1,110320,5,3,185380,0.8735
1,1,243400,3,1,110320,6,1,241880,0.8490
1,1,243400,3,1,110320,6,2,164810,0.8567
1,1,243400,3,1,110320,6,3,266820,0.8621
1,1,243400,3,1,110320,7,1,269500,0.8536
1,1,243400,3,1,110320,7,2,278840,0.9059
1,1,243400,3,1,110320,7,3,274760,0.8848
1,1,243400,3,1,110320,8,1,170430,0.8506
1,1,243400,3,1,110320,8,2,89370,0.8079
1,1,243400,3,1,110320,8,3,142120,0.8108
1,1,243400,3,2,122580,1,1,243400,1.0000
1,1,243400,3,2,122580,1,2,223010,0.9472
1,1,243400,3,2,122580,1,3,181870,0.9382
1,1,243400,3,2,122580,2,1,210550,0.7870
1,1,243400,3,2,122580,2,2,251930,0.7954
1,1,243400,3,2,122580,2,3,223700,0.7207
1,1,243400,3,2,122580,3,1,110320,0.9107
1,1,243400,3,2,122580,3,2,122580,0.9447
1,1,243400,3,2,122580,3,3,112370,0.9336
1,1,243400,3,2,122580,4,1,222600,0.8204
