train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,243400,1,1,243400,1,1,243400,1.0000
1,1,243400,1,1,243400,1,2,223010,0.9330
1,1,243400,1,1,243400,1,3,181870,0.9081
1,1,243400,1,1,243400,2,1,210550,0.7541
1,1,243400,1,1,243400,2,2,251930,0.7806
1,1,243400,1,1,243400,2,3,223700,0.7365
1,1,243400,1,1,243400,3,1,110320,0.9147
1,1,243400,1,1,243400,3,2,122580,0.9209
1,1,243400,1,1,243400,3,3,112370,0.9003
1,1,243400,1,1,243400,4,1,222600,0.8047
1,1,243400,1,1,243400,4,2,267800,0.7864
1,1,243400,1,1,243400,4,3,271990,0.7591
1,1,243400,1,1,243400,5,1,131210,0.8100
1,1,243400,1,1,243400,5,2,188720,0.8166
1,1,243400,1,1,243400,5,3,185380,0.8373
1,1,243400,1,1,243400,6,1,241880,0.8817
1,1,243400,1,1,243400,6,2,164810,0.8235
1,1,243400,1,1,243400,6,3,266820,0.8268
1,1,243400,1,1,243400,7,1,269500,0.8684
1,1,243400,1,1,243400,7,2,278840,0.8303
1,1,243400,1,1,243400,7,3,274760,0.8697
1,1,243400,1,1,243400,8,1,170430,0.8468
1,1,243400,1,1,243400,8,2,89370,0.7667
1,1,243400,1,1,243400,8,3,142120,0.7925
1,1,243400,1,2,223010,1,1,243400,1.0000
1,1,243400,1,2,223010,1,2,223010,0.9554
1,1,243400,1,2,223010,1,3,181870,0.9246
1,1,243400,1,2,223010,2,1,210550,0.7578
1,1,243400,1,2,223010,2,2,251930,0.8019
1,1,243400,1,2,223010,2,3,223700,0.7566
1,1,243400,1,2,223010,3,1,110320,0.9261
1,1,243400,1,2,223010,3,2,122580,0.9241
1,1,243400,1,2,223010,3,3,112370,0.9039
1,1,243400,1,2,223010,4,1,222600,0.8110
1,1,243400,1,2,223010,4,2,267800,0.8365
1,1,243400,1,2,223010,4,3,271990,0.8012
1,1,243400,1,2,223010,5,1,131210,0.8193
1,1,243400,1,2,223010,5,2,188720,0.8393
1,1,243400,1,2,223010,5,3,185380,0.8541
1,1,243400,1,2,223010,6,1,241880,0.8631
1,1,243400,1,2,223010,6,2,164810,0.8403
1,1,243400,1,2,223010,6,3,266820,0.8199
1,1,243400,1,2,223010,7,1,269500,0.8714
1,1,243400,1,2,223010,7,2,278840,0.8566
1,1,243400,1,2,223010,7,3,274760,0.8527
1,1,243400,1,2,223010,8,1,170430,0.8370
1,1,243400,1,2,223010,8,2,89370,0.8021
1,1,243400,1,2,223010,8,3,142120,0.7920
1,1,243400,1,3,181870,1,1,243400,1.0000
1,1,243400,1,3,181870,1,2,223010,0.9555
1,1,243400,1,3,181870,1,3,181870,0.9329
1,1,243400,1,3,181870,2,1,210550,0.7549
1,1,243400,1,3,181870,2,2,251930,0.7986
1,1,243400,1,3,181870,2,3,223700,0.7479
1,1,243400,1,3,181870,3,1,110320,0.9256
1,1,243400,1,3,181870,3,2,122580,0.9327
1,1,243400,1,3,181870,3,3,112370,0.9096
1,1,243400,1,3,181870,4,1,222600,0.8086
1,1,243400,1,3,181870,4,2,267800,0.8409
1,1,243400,1,3,181870,4,3,271990,0.8055
1,1,243400,1,3,181870,5,1,131210,0.8173
1,1,243400,1,3,181870,5,2,188720,0.8342
1,1,243400,1,3,181870,5,3,185380,0.8577
1,1,243400,1,3,181870,6,1,241880,0.8726
1,1,243400,1,3,181870,6,2,164810,0.8445
1,1,243400,1,3,181870,6,3,266820,0.8188
1,1,243400,1,3,181870,7,1,269500,0.8709
1,1,243400,1,3,181870,7,2,278840,0.8615
1,1,243400,1,3,181870,7,3,274760,0.8607
1,1,243400,1,3,181870,8,1,170430,0.8487
1,1,243400,1,3,181870,8,2,89370,0.7814
1,1,243400,1,3,181870,8,3,142120,0.7867
1,1,243400,2,1,210550,1,1,243400,1.0000
1,1,243400,2,1,210550,1,2,223010,0.9387
1,1,243400,2,1,210550,1,3,181870,0.9137
1,1,243400,2,1,210550,2,1,210550,0.7687
1,1,243400,2,1,210550,2,2,251930,0.7751
1,1,243400,2,1,210550,2,3,223700,0.7278
1,1,243400,2,1,210550,3,1,110320,0.9201
1,1,243400,2,1,210550,3,2,122580,0.9295
1,1,243400,2,1,210550,3,3,112370,0.9063
1,1,243400,2,1,210550,4,1,222600,0.8067
1,1,243400,2,1,210550,4,2,267800,0.7956
1,1,243400,2,1,210550,4,3,271990,0.7672
1,1,243400,2,1,210550,5,1,131210,0.8076
1,1,243400,2,1,210550,5,2,188720,0.8096
1,1,243400,2,1,210550,5,3,185380,0.8401
1,1,243400,2,1,210550,6,1,241880,0.8808
1,1,243400,2,1,210550,6,2,164810,0.8287
1,1,243400,2,1,210550,6,3,266820,0.8343
1,1,243400,2,1,210550,7,1,269500,0.8585
1,1,243400,2,1,210550,7,2,278840,0.8245
1,1,243400,2,1,210550,7,3,274760,0.8751
1,1,243400,2,1,210550,8,1,170430,0.8533
1,1,243400,2,1,210550,8,2,89370,0.7710
1,1,243400,2,1,210550,8,3,142120,0.7969
1,1,243400,2,2,251930,1,1,243400,1.0000
1,1,243400,2,2,251930,1,2,223010,0.9555
1,1,243400,2,2,251930,1,3,181870,0.9329
1,1,243400,2,2,251930,2,1,210550,0.7604
1,1,243400,2,2,251930,2,2,251930,0.8075
1,1,243400,2,2,251930,2,3,223700,0.7537
1,1,243400,2,2,251930,3,1,110320,0.9340
1,1,243400,2,2,251930,3,2,122580,0.9354
1,1,243400,2,2,251930,3,3,112370,0.9096
1,1,243400,2,2,251930,4,1,222600,0.8115
1,1,243400,2,2,251930,4,2,267800,0.8409
1,1,243400,2,2,251930,4,3,271990,0.8086
1,1,243400,2,2,251930,5,1,131210,0.8189
1,1,243400,2,2,251930,5,2,188720,0.8416
1,1,243400,2,2,251930,5,3,185380,0.8567
1,1,243400,2,2,251930,6,1,241880,0.8678
1,1,243400,2,2,251930,6,2,164810,0.8396
1,1,243400,2,2,251930,6,3,266820,0.8221
1,1,243400,2,2,251930,7,1,269500,0.8714
1,1,243400,2,2,251930,7,2,278840,0.8621
1,1,243400,2,2,251930,7,3,274760,0.8523
1,1,243400,2,2,251930,8,1,170430,0.8509
1,1,243400,2,2,251930,8,2,89370,0.7902
1,1,243400,2,2,251930,8,3,142120,0.7922
1,1,243400,2,3,223700,1,1,243400,1.0000
1,1,243400,2,3,223700,1,2,223010,0.9555
1,1,243400,2,3,223700,1,3,181870,0.9274
1,1,243400,2,3,223700,2,1,210550,0.7549
1,1,243400,2,3,223700,2,2,251930,0.8016
1,1,243400,2,3,223700,2,3,223700,0.7566
1,1,243400,2,3,223700,3,1,110320,0.9287
1,1,243400,2,3,223700,3,2,122580,0.9298
1,1,243400,2,3,223700,3,3,112370,0.9068
1,1,243400,2,3,223700,4,1,222600,0.8081
