train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,218710,1,1,218710,1,1,218710,1.0000
1,1,218710,1,1,218710,1,2,212760,0.8508
1,1,218710,1,1,218710,1,3,217700,0.8356
1,1,218710,1,1,218710,2,1,278300,0.6677
1,1,218710,1,1,218710,2,2,334990,0.7007
1,1,218710,1,1,218710,2,3,288720,0.7244
1,1,218710,1,1,218710,3,1,151190,0.7717
1,1,218710,1,1,218710,3,2,153970,0.7420
1,1,218710,1,1,218710,3,3,205220,0.7544
1,1,218710,1,1,218710,4,1,249230,0.7283
1,1,218710,1,1,218710,4,2,239230,0.7199
1,1,218710,1,1,218710,4,3,423770,0.6750
1,1,218710,1,1,218710,5,1,215530,0.7739
1,1,218710,1,1,218710,5,2,237050,0.8071
1,1,218710,1,1,218710,5,3,283810,0.8168
1,1,218710,1,1,218710,6,1,191410,0.6477
1,1,218710,1,1,218710,6,2,274640,0.6441
1,1,218710,1,1,218710,6,3,272550,0.6331
1,1,218710,1,1,218710,7,1,513030,0.7468
1,1,218710,1,1,218710,7,2,499780,0.7686
1,1,218710,1,1,218710,7,3,510050,0.7660
1,1,218710,1,1,218710,8,1,141760,0.7706
1,1,218710,1,1,218710,8,2,151390,0.7886
1,1,218710,1,1,218710,8,3,156050,0.7894
1,1,218710,1,2,212760,1,1,218710,1.0000
1,1,218710,1,2,212760,1,2,212760,0.8567
1,1,218710,1,2,212760,1,3,217700,0.8406
1,1,218710,1,2,212760,2,1,278300,0.7105
1,1,218710,1,2,212760,2,2,334990,0.7094
1,1,218710,1,2,212760,2,3,288720,0.7560
1,1,218710,1,2,212760,3,1,151190,0.7993
1,1,218710,1,2,212760,3,2,153970,0.7656
1,1,218710,1,2,212760,3,3,205220,0.7741
1,1,218710,1,2,212760,4,1,249230,0.7721
1,1,218710,1,2,212760,4,2,239230,0.7561
1,1,218710,1,2,212760,4,3,423770,0.6837
1,1,218710,1,2,212760,5,1,215530,0.7761
1,1,218710,1,2,212760,5,2,237050,0.8022
1,1,218710,1,2,212760,5,3,283810,0.7999
1,1,218710,1,2,212760,6,1,191410,0.6416
1,1,218710,1,2,212760,6,2,274640,0.6467
1,1,218710,1,2,212760,6,3,272550,0.6308
1,1,218710,1,2,212760,7,1,513030,0.7442
1,1,218710,1,2,212760,7,2,499780,0.7501
1,1,218710,1,2,212760,7,3,510050,0.7967
1,1,218710,1,2,212760,8,1,141760,0.7644
1,1,218710,1,2,212760,8,2,151390,0.7873
1,1,218710,1,2,212760,8,3,156050,0.7883
1,1,218710,1,3,217700,1,1,218710,1.0000
1,1,218710,1,3,217700,1,2,212760,0.8330
1,1,218710,1,3,217700,1,3,217700,0.8427
1,1,218710,1,3,217700,2,1,278300,0.6581
1,1,218710,1,3,217700,2,2,334990,0.6753
1,1,218710,1,3,217700,2,3,288720,0.7282
1,1,218710,1,3,217700,3,1,151190,0.7670
1,1,218710,1,3,217700,3,2,153970,0.7406
1,1,218710,1,3,217700,3,3,205220,0.7320
1,1,218710,1,3,217700,4,1,249230,0.7704
1,1,218710,1,3,217700,4,2,239230,0.7748
1,1,218710,1,3,217700,4,3,423770,0.7040
1,1,218710,1,3,217700,5,1,215530,0.7828
1,1,218710,1,3,217700,5,2,237050,0.7984
1,1,218710,1,3,217700,5,3,283810,0.7885
1,1,218710,1,3,217700,6,1,191410,0.6321
1,1,218710,1,3,217700,6,2,274640,0.6374
1,1,218710,1,3,217700,6,3,272550,0.6318
1,1,218710,1,3,217700,7,1,513030,0.7678
1,1,218710,1,3,217700,7,2,499780,0.7852
1,1,218710,1,3,217700,7,3,510050,0.7987
1,1,218710,1,3,217700,8,1,141760,0.7679
1,1,218710,1,3,217700,8,2,151390,0.7786
1,1,218710,1,3,217700,8,3,156050,0.7797
1,1,218710,2,1,278300,1,1,218710,0.9234
1,1,218710,2,1,278300,1,2,212760,0.8443
1,1,218710,2,1,278300,1,3,217700,0.8224
1,1,218710,2,1,278300,2,1,278300,0.6846
1,1,218710,2,1,278300,2,2,334990,0.7192
1,1,218710,2,1,278300,2,3,288720,0.7098
1,1,218710,2,1,278300,3,1,151190,0.7158
1,1,218710,2,1,278300,3,2,153970,0.7542
1,1,218710,2,1,278300,3,3,205220,0.7506
1,1,218710,2,1,278300,4,1,249230,0.7079
1,1,218710,2,1,278300,4,2,239230,0.7080
1,1,218710,2,1,278300,4,3,423770,0.6853
1,1,218710,2,1,278300,5,1,215530,0.8085
1,1,218710,2,1,278300,5,2,237050,0.8259
1,1,218710,2,1,278300,5,3,283810,0.8378
1,1,218710,2,1,278300,6,1,191410,0.7210
1,1,218710,2,1,278300,6,2,274640,0.6820
1,1,218710,2,1,278300,6,3,272550,0.7142
1,1,218710,2,1,278300,7,1,513030,0.7650
1,1,218710,2,1,278300,7,2,499780,0.8000
1,1,218710,2,1,278300,7,3,510050,0.7826
1,1,218710,2,1,278300,8,1,141760,0.7716
1,1,218710,2,1,278300,8,2,151390,0.7848
1,1,218710,2,1,278300,8,3,156050,0.7729
1,1,218710,2,2,334990,1,1,218710,0.9310
1,1,218710,2,2,334990,1,2,212760,0.8490
1,1,218710,2,2,334990,1,3,217700,0.8304
1,1,218710,2,2,334990,2,1,278300,0.6829
1,1,218710,2,2,334990,2,2,334990,0.7247
1,1,218710,2,2,334990,2,3,288720,0.6998
1,1,218710,2,2,334990,3,1,151190,0.7277
1,1,218710,2,2,334990,3,2,153970,0.7522
1,1,218710,2,2,334990,3,3,205220,0.7683
1,1,218710,2,2,334990,4,1,249230,0.7131
1,1,218710,2,2,334990,4,2,239230,0.7134
