train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,243400,1,1,243400,1,1,243400,1.0000
1,1,243400,1,1,243400,1,2,223010,0.9331
1,1,243400,1,1,243400,1,3,181870,0.9102
1,1,243400,1,1,243400,2,1,210550,0.7416
1,1,243400,1,1,243400,2,2,251930,0.7633
1,1,243400,1,1,243400,2,3,223700,0.7363
1,1,243400,1,1,243400,3,1,110320,0.9143
1,1,243400,1,1,243400,3,2,122580,0.8861
1,1,243400,1,1,243400,3,3,112370,0.8884
1,1,243400,1,1,243400,4,1,222600,0.8057
1,1,243400,1,1,243400,4,2,267800,0.8147
1,1,243400,1,1,243400,4,3,271990,0.7893
1,1,243400,1,1,243400,5,1,131210,0.8305
1,1,243400,1,1,243400,5,2,188720,0.8352
1,1,243400,1,1,243400,5,3,185380,0.8489
1,1,243400,1,1,243400,6,1,241880,0.8653
1,1,243400,1,1,243400,6,2,164810,0.7942
1,1,243400,1,1,243400,6,3,266820,0.8018
1,1,243400,1,1,243400,7,1,269500,0.8429
1,1,243400,1,1,243400,7,2,278840,0.8404
1,1,243400,1,1,243400,7,3,274760,0.8454
1,1,243400,1,1,243400,8,1,170430,0.8735
1,1,243400,1,1,243400,8,2,89370,0.7547
1,1,243400,1,1,243400,8,3,142120,0.8196
1,1,243400,1,2,223010,1,1,243400,1.0000
1,1,243400,1,2,223010,1,2,223010,0.9554
1,1,243400,1,2,223010,1,3,181870,0.9356
1,1,243400,1,2,223010,2,1,210550,0.7593
1,1,243400,1,2,223010,2,2,251930,0.7720
1,1,243400,1,2,223010,2,3,223700,0.7421
1,1,243400,1,2,223010,3,1,110320,0.9137
1,1,243400,1,2,223010,3,2,122580,0.8830
1,1,243400,1,2,223010,3,3,112370,0.8408
1,1,243400,1,2,223010,4,1,222600,0.7948
1,1,243400,1,2,223010,4,2,267800,0.8270
1,1,243400,1,2,223010,4,3,271990,0.7838
1,1,243400,1,2,223010,5,1,131210,0.8305
1,1,243400,1,2,223010,5,2,188720,0.8409
1,1,243400,1,2,223010,5,3,185380,0.8556
1,1,243400,1,2,223010,6,1,241880,0.8458
1,1,243400,1,2,223010,6,2,164810,0.8056
1,1,243400,1,2,223010,6,3,266820,0.7521
1,1,243400,1,2,223010,7,1,269500,0.8620
1,1,243400,1,2,223010,7,2,278840,0.8592
1,1,243400,1,2,223010,7,3,274760,0.8495
1,1,243400,1,2,223010,8,1,170430,0.8561
1,1,243400,1,2,223010,8,2,89370,0.7777
1,1,243400,1,2,223010,8,3,142120,0.7857
1,1,243400,1,3,181870,1,1,243400,1.0000
1,1,243400,1,3,181870,1,2,223010,0.9499
1,1,243400,1,3,181870,1,3,181870,0.9384
1,1,243400,1,3,181870,2,1,210550,0.7476
1,1,243400,1,3,181870,2,2,251930,0.7691
1,1,243400,1,3,181870,2,3,223700,0.7339
1,1,243400,1,3,181870,3,1,110320,0.9224
1,1,243400,1,3,181870,3,2,122580,0.8802
1,1,243400,1,3,181870,3,3,112370,0.8560
1,1,243400,1,3,181870,4,1,222600,0.7958
1,1,243400,1,3,181870,4,2,267800,0.8264
1,1,243400,1,3,181870,4,3,271990,0.8001
1,1,243400,1,3,181870,5,1,131210,0.8337
1,1,243400,1,3,181870,5,2,188720,0.8406
1,1,243400,1,3,181870,5,3,185380,0.8561
1,1,243400,1,3,181870,6,1,241880,0.8400
1,1,243400,1,3,181870,6,2,164810,0.8242
1,1,243400,1,3,181870,6,3,266820,0.7753
1,1,243400,1,3,181870,7,1,269500,0.8650
1,1,243400,1,3,181870,7,2,278840,0.8617
1,1,243400,1,3,181870,7,3,274760,0.8434
1,1,243400,1,3,181870,8,1,170430,0.8535
1,1,243400,1,3,181870,8,2,89370,0.7608
1,1,243400,1,3,181870,8,3,142120,0.7878
1,1,243400,2,1,210550,1,1,243400,1.0000
1,1,243400,2,1,210550,1,2,223010,0.9526
1,1,243400,2,1,210550,1,3,181870,0.9356
1,1,243400,2,1,210550,2,1,210550,0.7652
1,1,243400,2,1,210550,2,2,251930,0.7750
1,1,243400,2,1,210550,2,3,223700,0.7363
1,1,243400,2,1,210550,3,1,110320,0.9193
1,1,243400,2,1,210550,3,2,122580,0.8857
1,1,243400,2,1,210550,3,3,112370,0.8408
1,1,243400,2,1,210550,4,1,222600,0.7981
1,1,243400,2,1,210550,4,2,267800,0.8220
1,1,243400,2,1,210550,4,3,271990,0.7929
1,1,243400,2,1,210550,5,1,131210,0.8344
1,1,243400,2,1,210550,5,2,188720,0.8406
1,1,243400,2,1,210550,5,3,185380,0.8495
1,1,243400,2,1,210550,6,1,241880,0.8434
1,1,243400,2,1,210550,6,2,164810,0.8128
1,1,243400,2,1,210550,6,3,266820,0.7585
1,1,243400,2,1,210550,7,1,269500,0.8650
1,1,243400,2,1,210550,7,2,278840,0.8617
1,1,243400,2,1,210550,7,3,274760,0.8404
1,1,243400,2,1,210550,8,1,170430,0.8448
1,1,243400,2,1,210550,8,2,89370,0.7757
1,1,243400,2,1,210550,8,3,142120,0.7997
1,1,243400,2,2,251930,1,1,243400,1.0000
1,1,243400,2,2,251930,1,2,223010,0.9359
1,1,243400,2,2,251930,1,3,181870,0.9299
1,1,243400,2,2,251930,2,1,210550,0.7529
1,1,243400,2,2,251930,2,2,251930,0.7858
1,1,243400,2,2,251930,2,3,223700,0.7392
1,1,243400,2,2,251930,3,1,110320,0.9109
1,1,243400,2,2,251930,3,2,122580,0.8772
1,1,243400,2,2,251930,3,3,112370,0.8646
