key,timestamp,wall_time,imu_temp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,msu_ax,msu_ay,msu_az,baro_temp,baro
6705,1521780688.5390198,2018-03-23_125128,65.33800000000001,-0.65,0.505,-0.635,-4.097,-7.1720000000000015,3.487,6.3679999999999986,-37.978,-94.747,62.69,1016.8078515625
6706,1521780688.58396,2018-03-23_125128,65.332,-0.633,0.498,-0.631,-3.2880000000000003,-5.325,1.801,6.721,-36.203,-96.116,62.69,1016.8078515625
6707,1521780688.62517,2018-03-23_125128,65.32,-0.638,0.502,-0.632,-3.616,-1.854,0.313,6.3679999999999986,-36.203,-96.116,62.69,1016.82546875
6708,1521780688.68363,2018-03-23_125128,65.344,-0.654,0.502,-0.614,-3.54,-1.167,-0.992,6.898,-37.445,-96.629,62.69,1016.8096484375
6709,1521780688.73557,2018-03-23_125128,65.347,-0.672,0.513,-0.603,-3.471,0.214,-0.229,6.721,-38.688,-98.168,62.69,1016.7973046875
6710,1521780688.7970002,2018-03-23_125128,65.329,-0.6779999999999999,0.517,-0.599,-2.197,-1.984,0.42,6.545,-36.736,-95.602,62.68,1016.7973046875
6711,1521780688.83737,2018-03-23_125128,65.34100000000001,-0.664,0.515,-0.595,-2.014,-3.059,0.7170000000000001,4.953,-37.978,-95.431,62.69,1016.8205078125
6712,1521780688.88693,2018-03-23_125128,65.335,-0.6659999999999999,0.513,-0.593,-0.557,-2.144,0.916,5.13,-38.155,-96.971,62.69,1016.8046484375
6713,1521780688.94452,2018-03-23_125128,65.33800000000001,-0.6579999999999999,0.521,-0.589,0.343,-2.861,0.5870000000000001,4.953,-36.913,-96.458,62.69,1016.8046484375
6714,1521780688.98239,2018-03-23_125128,65.35,-0.655,0.526,-0.599,1.35,-1.4880000000000002,0.725,4.245,-37.978,-96.458,62.69,1016.809921875
6715,1521780689.0190198,2018-03-23_125129,65.33800000000001,-0.6609999999999999,0.52,-0.597,1.534,-0.221,0.45,6.545,-36.381,-95.945,62.69,1016.8166796875
6716,1521780689.05545,2018-03-23_125129,65.34100000000001,-0.6759999999999999,0.514,-0.595,2.617,-0.076,1.022,4.953,-36.913,-96.8,62.69,1016.8166796875
6717,1521780689.11328,2018-03-23_125129,65.329,-0.6759999999999999,0.518,-0.589,2.045,-2.19,1.083,4.599,-37.978,-96.8,62.69,1016.80640625
6718,1521780689.1593,2018-03-23_125129,65.35600000000001,-0.6609999999999999,0.52,-0.6,4.189,-2.647,1.2819999999999998,4.953,-37.978,-98.168,62.69,1016.7796875
6719,1521780689.20287,2018-03-23_125129,65.35300000000001,-0.653,0.524,-0.603,3.929,-1.595,0.58,5.66,-35.848,-97.142,62.69,1016.7796875
