key,timestamp,wall_time,imu_temp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,msu_ax,msu_ay,msu_az,baro_temp,baro
1802,1521781789.28948,2018-03-23_130949,64.181,-1.005,0.47,0.322,-28.465,41.626,6.828,-24.586,-16.149,-70.975,61.58,1016.76703125
1803,1521781789.43562,2018-03-23_130949,64.196,-0.904,0.061,0.071,39.795,-75.462,-84.183,-21.049,-13.665,-72.343,61.59,1016.7441796875
1804,1521781789.85147,2018-03-23_130949,64.208,-0.856,0.286,0.08,-4.89,-5.577,15.915,-25.294,-15.44,-72.685,61.6,1016.7647265625
1805,1521781789.92525,2018-03-23_130949,64.232,-0.998,0.425,-0.031,-9.598,8.4,33.905,-24.233,-17.569,-71.659,61.6,1016.7911328125
1806,1521781790.017,2018-03-23_130950,64.217,-1.077,0.458,-0.061,1.335,-6.096,-49.332,-23.879,-17.214,-72.001,61.6,1016.752421875
1807,1521781790.26753,2018-03-23_130950,64.223,-1.032,0.565,0.191,0.854,43.221,17.525,-24.763,-16.682,-72.856,61.6,1016.787890625
1808,1521781790.36475,2018-03-23_130950,64.22,-1.121,0.473,-0.212,-4.898,31.616,-65.292,-25.471,-16.682,-72.514,61.6,1016.8122265625
1809,1521781790.44723,2018-03-23_130950,64.211,-0.766,0.361,0.127,22.255,-47.874,-41.26,-21.756,-14.73,-71.659,61.6,1016.7844140625
1810,1521781790.5338,2018-03-23_130950,64.196,-0.76,0.297,0.094,-4.7,8.186,28.976,-19.634,-13.665,-71.317,61.6,1016.759765625
1811,1521781790.59964,2018-03-23_130950,64.223,-1.051,0.345,0.064,-13.672,23.827,54.604,-22.641,-15.262,-71.83,61.6,1016.7703125
1812,1521781790.73721,2018-03-23_130950,64.223,-1.219,-0.064,-0.042,8.926,-40.222,-51.231,-22.818,-16.149,-73.369,61.6,1016.7459765625
1813,1521781790.85672,2018-03-23_130950,64.217,-0.612,0.217,0.119,13.313,5.707,29.648,-18.926,-10.825,-68.923,61.6,1016.7371875
1814,1521781790.94528,2018-03-23_130950,64.214,-1.207,0.406,0.165,-16.586,83.382,108.398,-23.525,-16.504,-72.001,61.61,1016.7462890625
1815,1521781791.02624,2018-03-23_130951,64.232,-1.241,0.626,0.065,26.337,50.987,-74.402,-24.94,-17.569,-74.395,61.61,1016.7501171875
1816,1521781791.15287,2018-03-23_130951,64.241,-0.739,0.237,0.107,8.766,-14.374,-1.48,-22.11,-14.73,-72.001,61.61,1016.7574609375
1817,1521781791.23297,2018-03-23_130951,64.232,-0.971,0.366,0.061,-14.336,0.397,54.131,-22.11,-16.504,-70.291,61.61,1016.72578125
1818,1521781791.38428,2018-03-23_130951,64.235,-1.105,0.426,-0.21,-10.681,6.226,-79.002,-23.702,-17.037,-74.224,61.62,1016.71
1819,1521781791.55829,2018-03-23_130951,64.262,-0.796,0.362,0.073,3.891,9.178,35.553,-21.756,-14.375,-71.659,61.62,1016.7275390625
1820,1521781791.73782,2018-03-23_130951,64.25,-0.968,0.342,0.01,9.254,2.213,-2.365,-21.756,-15.085,-71.317,61.62,1016.7387109375
1821,1521781791.81482,2018-03-23_130951,64.229,-0.866,0.302,0.029,3.075,-1.534,7.492,-22.818,-14.02,-71.317,61.62,1016.74015625
1822,1521781791.93723,2018-03-23_130951,64.226,-1.06,0.544,0.292,-12.215,37.537,-2.197,-23.348,-16.327,-73.54,61.62,1016.7562890625
1823,1521781792.04182,2018-03-23_130952,64.211,-1.196,0.102,-0.029,-12.947,5.463,-41.084,-23.348,-16.682,-73.198,61.62,1016.7686328125
1824,1521781792.16418,2018-03-23_130952,64.241,-0.661,0.262,0.071,0.076,12.192,34.103,-20.695,-14.375,-69.607,61.63,1016.744609375
1825,1521781792.24856,2018-03-23_130952,64.247,-1.157,0.541,0.062,-12.337,59.166,48.019,-22.464,-15.085,-72.001,61.63,1016.730546875
1826,1521781792.32055,2018-03-23_130952,64.247,-1.163,0.702,-0.282,57.404,56.831,42.839,-24.763,-16.327,-72.514,61.63,1016.718203125
1827,1521781792.3949,2018-03-23_130952,64.256,-1.142,0.13,0.058,2.602,-4.402,-17.899,-21.756,-17.214,-74.053,61.62,1016.744296875
1828,1521781792.5106,2018-03-23_130952,64.253,-0.854,0.325,0.059,1.266,5.035,34.859,-22.818,-17.214,-73.027,61.63,1016.7484375
1829,1521781792.58819,2018-03-23_130952,64.232,-1.05,0.526,-0.125,-4.105,10.696,-7.553,-22.818,-16.504,-71.317,61.63,1016.737890625
1830,1521781792.69862,2018-03-23_130952,64.259,-0.871,0.265,0.04,8.316,-26.016,-31.937,-23.171,-17.214,-70.633,61.63,1016.72234375
1831,1521781792.78209,2018-03-23_130952,64.235,-0.74,0.28,0.042,-4.44,-10.582,21.492,-22.11,-14.73,-72.001,61.63,1016.7469921875
1832,1521781792.86375,2018-03-23_130952,64.247,-1.139,0.539,0.121,-5.539,23.476,-5.371,-22.464,-15.795,-72.001,61.64,1016.7578125
1833,1521781792.9389,2018-03-23_130952,64.244,-0.985,0.663,0.306,59.784,50.316,-34.866,-24.763,-16.327,-73.198,61.64,1016.719140625
1834,1521781793.02345,2018-03-23_130953,64.274,-0.914,0.252,0.054,36.041,-55.252,-39.886,-23.348,-15.972,-71.488,61.64,1016.73671875
1835,1521781793.1226,2018-03-23_130953,64.244,-0.823,0.395,0.158,-14.977,32.257,54.832,-24.233,-16.504,-71.659,61.64,1016.7296875
1836,1521781793.19463,2018-03-23_130953,64.265,-0.767,0.569,-0.153,-68.497,-5.714,-19.432,-25.117,-17.392,-72.514,61.64,1016.747578125
1837,1521781793.25187,2018-03-23_130953,64.265,-1.105,0.674,0.12,21.141,8.049,-90.202,-24.94,-17.924,-73.711,61.64,1016.740859375
1838,1521781793.31216,2018-03-23_130953,64.28,-1.121,0.115,0.01,22.896,-41.351,-50.179,-22.818,-17.569,-73.027,61.65,1016.7584375
1839,1521781793.38166,2018-03-23_130953,64.262,-0.676,0.17,0.063,3.998,-8.911,-11.955,-22.641,-14.552,-70.804,61.65,1016.742578125
1840,1521781793.45066,2018-03-23_130953,64.274,-0.837,0.352,0.12,-3.395,5.577,68.97,-23.702,-15.262,-71.146,61.65,1016.7232421875
1841,1521781793.52455,2018-03-23_130953,64.265,-1.029,0.642,0.162,1.503,62.943,8.163,-24.586,-17.924,-72.343,61.65,1016.755546875
1842,1521781793.5966,2018-03-23_130953,64.256,-1.078,0.749,0.274,43.381,15.511,-105.423,-24.233,-18.279,-72.685,61.65,1016.743203125
1843,1521781793.67165,2018-03-23_130953,64.247,-1.029,0.158,0.069,16.663,-43.068,-56.854,-21.226,-14.552,-73.198,61.65,1016.7414453125
1844,1521781793.73592,2018-03-23_130953,64.265,-0.709,0.168,0.091,-6.981,-20.958,-3.22,-20.695,-13.31,-72.001,61.65,1016.750234375
1845,1521781793.81052,2018-03-23_130953,64.289,-0.849,0.371,0.083,-19.203,11.971,67.757,-22.464,-15.795,-69.949,61.66,1016.757578125
1846,1521781793.88613,2018-03-23_130953,64.28,-0.865,0.59,-0.091,-51.91,7.843,33.791,-25.825,-17.392,-70.462,61.65,1016.75375
1847,1521781793.95449,2018-03-23_130953,64.289,-1.213,0.576,-0.019,1.404,-11.597,-123.81,-23.348,-17.392,-73.198,61.66,1016.7453125
1848,1521781794.02306,2018-03-23_130954,64.292,-0.845,0.169,0.064,32.913,-63.766,-58.426,-23.348,-14.907,-71.146,61.66,1016.752578125
1849,1521781794.08379,2018-03-23_130954,64.289,-0.585,0.192,0.083,-0.511,-9.079,7.05,-23.171,-14.02,-68.923,61.66,1016.744140625
1850,1521781794.16146,2018-03-23_130954,64.271,-0.921,0.414,0.072,-24.818,33.676,90.683,-22.818,-16.149,-69.607,61.66,1016.7561328125
1851,1521781794.76656,2018-03-23_130954,64.289,-0.722,0.257,0.057,9.46,25.33,54.558,-22.287,-13.487,-69.094,61.66,1016.74265625
1852,1521781794.83319,2018-03-23_130954,64.289,-1.111,0.325,0.064,-25.391,43.907,104.095,-24.056,-15.972,-71.488,61.66,1016.7496875
1853,1521781794.90058,2018-03-23_130954,64.274,-1.111,0.944,-0.385,39.772,-19.638,65.971,-26.886,-18.457,-70.462,61.67,1016.7834375
1854,1521781794.96678,2018-03-23_130954,64.265,-1.162,0.151,0.008,-6.805,38.139,-55.046,-24.94,-18.279,-72.343,61.67,1016.7728515625
1855,1521781795.04369,2018-03-23_130955,64.304,-0.915,0.268,0.102,-19.608,-28.687,-74.173,-24.763,-16.682,-71.146,61.67,1016.7834375
1856,1521781795.11552,2018-03-23_130955,64.292,-0.837,0.056,-0.05,-20.561,-4.578,-25.65,-23.171,-14.375,-70.975,61.67,1016.739453125
1857,1521781795.1879,2018-03-23_130955,64.28,-0.818,0.461,-0.11,-24.979,-22.552,-8.583,-24.056,-14.552,-68.752,61.67,1016.74265625
1858,1521781795.24457,2018-03-23_130955,64.301,-0.88,0.367,0.024,3.914,-3.922,4.181,-23.702,-11.713,-70.12,61.67,1016.7644140625
1859,1521781795.32288,2018-03-23_130955,64.295,-0.872,0.286,-0.071,12.711,3.899,-4.707,-24.233,-13.31,-70.975,61.67,1016.737734375
1860,1521781795.37952,2018-03-23_130955,64.304,-0.895,0.08,0.092,1.442,14.778,44.571,-24.056,-14.197,-70.804,61.67,1016.753828125
1861,1521781795.45682,2018-03-23_130955,64.313,-1.089,0.718,0.371,-37.117,-18.112,47.417,-25.648,-14.375,-69.949,61.68,1016.7667578125
1862,1521781795.52821,2018-03-23_130955,64.283,-0.748,0.726,0.833,67.741,83.229,-96.878,-24.586,-17.569,-72.343,61.68,1016.7368359375
1863,1521781795.59248,2018-03-23_130955,64.286,-1.128,0.16,-0.239,-2.182,15.411,70.404,-28.301,-18.811,-72.856,61.68,1016.75796875
1864,1521781795.64641,2018-03-23_130955,64.277,-0.677,-0.218,0.629,23.819,-31.395,-158.882,-26.532,-18.457,-71.83,61.68,1016.7547265625
1865,1521781795.71086,2018-03-23_130955,64.289,-0.489,0.969,0.091,59.853,-25.536,37.674,-27.77,-18.279,-68.923,61.68,1016.7687890625
1866,1521781795.76918,2018-03-23_130955,64.301,-0.938,-1.092,0.647,-28.496,91.904,-50.095,-24.41,-17.392,-70.12,61.68,1016.7705859375
1867,1521781795.84492,2018-03-23_130955,64.268,-1.502,1.885,-0.35,16.327,-113.327,-25.009,-27.77,-7.631,-60.714,61.68,1016.7459375
1868,1521781795.91593,2018-03-23_130955,64.325,-1.074,1.219,0.311,65.804,-15.915,76.843,-7.606,-32.121,-92.524,61.68,1016.7846484375
1869,1521781795.97637,2018-03-23_130955,64.301,-1.103,-0.96,0.421,-58.197,172.615,-141.853,-24.94,-4.792,-53.873,61.69,1016.6741015625
1870,1521781796.04542,2018-03-23_130956,64.316,-0.736,1.816,-0.252,-27.351,-109.184,9.048,-25.294,-20.764,-72.685,61.69,1016.7324609375
1871,1521781796.14261,2018-03-23_130956,64.319,-0.651,2.469,-0.302,39.81,-127.289,99.838,-21.579,-25.91,-79.697,61.69,1016.806328125
1872,1521781796.20725,2018-03-23_130956,64.295,-1.147,-0.718,1.109,54.535,37.003,25.497,-18.396,-23.426,-84.828,61.69,1016.7327734375
1873,1521781796.26281,2018-03-23_130956,64.325,-0.366,1.366,-0.814,-47.348,-159.729,77.682,-24.763,-23.426,-70.804,61.69,1016.73453125
1874,1521781796.33751,2018-03-23_130956,64.301,-0.772,0.283,0.695,-24.841,-89.737,59.082,-17.157,-26.797,-83.289,61.69,1016.868203125
1875,1521781796.40592,2018-03-23_130956,64.301,-1.634,0.822,-0.331,76.736,179.848,-201.797,-27.77,-13.665,-67.897,61.7,1016.7380859375
1876,1521781796.47116,2018-03-23_130956,64.316,-0.183,0.211,0.507,20.264,-91.019,68.092,-22.818,-17.924,-68.923,61.69,1016.7116796875
1877,1521781796.53237,2018-03-23_130956,64.301,-1.179,0.305,-0.174,-36.339,214.806,-160.53,-26.002,-10.825,-61.398,61.69,1016.76265625
1878,1521781796.60287,2018-03-23_130956,64.316,-0.716,1.913,-0.491,84.686,-177.841,-60.623,-22.818,-21.119,-82.605,61.7,1016.733359375
1879,1521781796.74847,2018-03-23_130956,64.307,-0.784,0.207,0.06,-11.856,-18.127,56.48,-23.171,-16.504,-69.265,61.7,1016.775625
1880,1521781796.8384,2018-03-23_130956,64.307,-1.113,0.446,0.723,5.997,71.381,-250,-24.41,-16.327,-69.778,61.7,1016.7580078125
1881,1521781796.896,2018-03-23_130956,64.325,-0.643,0.616,0.205,49.149,-39.185,90.24,-15.389,-29.637,-79.868,61.7,1016.7283984375
1882,1521781796.97257,2018-03-23_130956,64.343,-1.474,0.037,0.62,-7.324,104.309,-202.087,-24.763,-14.197,-66.357,61.7,1016.7618359375
1883,1521781797.0364,2018-03-23_130957,64.319,-0.266,0.332,0.946,41.626,-76.37,34.706,-17.865,-20.409,-77.132,61.7,1016.747734375
1884,1521781797.15564,2018-03-23_130957,64.337,-1.397,0.157,-0.001,-26.26,-84.145,-77.415,-26.002,-14.375,-74.395,61.71,1016.75859375
1885,1521781797.23212,2018-03-23_130957,64.334,-0.856,0.071,0.23,-16.975,21.324,-54.604,-23.879,-12.245,-67.897,61.71,1016.769140625
1886,1521781797.32338,2018-03-23_130957,64.31,-0.867,0.176,-0.199,-0.45,-0.572,-12.482,-23.348,-12.423,-67.726,61.71,1016.7656640625
1887,1521781797.38684,2018-03-23_130957,64.349,-0.285,0.118,0.034,-9.819,-13.962,66.437,-25.294,-14.02,-66.87,61.71,1016.7571484375
