key,timestamp,wall_time,imu_temp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,msu_ax,msu_ay,msu_az,baro_temp,baro
1,1522481376.7190564,2018-03-31_152936,42.661,-0.988,-0.129,-0.146,1.289,-0.504,-0.526,-123.109,200.537,-132.373,40.14,1011.3844140625
2,1522481376.7463813,2018-03-31_152936,42.664,-0.985,-0.128,-0.156,2.007,-0.626,-0.847,-123.463,200.537,-129.978,40.15,1011.3694921875
3,1522481376.7728143,2018-03-31_152936,42.649,-0.989,-0.131,-0.157,1.762,-1.244,-1.358,-123.463,201.247,-129.636,40.15,1011.3694921875
4,1522481376.7994735,2018-03-31_152936,42.664,-0.988,-0.133,-0.148,1.389,-1.633,-1.213,-124.524,201.247,-131.004,40.15,1011.3694921875
5,1522481376.8326037,2018-03-31_152936,42.673,-0.989,-0.135,-0.145,1.35,-1.106,-1.038,-123.64,200.715,-130.149,40.15,1011.3376953125
6,1522481376.861168,2018-03-31_152936,42.667,-0.99,-0.129,-0.146,1.137,-0.359,-0.832,-124.701,200.005,-129.807,40.15,1011.3376953125
7,1522481376.8877764,2018-03-31_152936,42.661,-0.993,-0.119,-0.113,-0.717,-0.931,-2.213,-125.055,201.07,-131.175,40.15,1011.34671875
8,1522481376.9231288,2018-03-31_152936,42.67,-0.984,-0.141,-0.155,0.343,-0.633,-1.801,-123.463,202.312,-129.978,40.15,1011.34671875
9,1522481376.9665353,2018-03-31_152936,42.667,-0.985,-0.136,-0.152,1.381,-1.816,-1.205,-122.932,201.07,-130.833,40.15,1011.3275
10,1522481377.0089505,2018-03-31_152937,42.649,-0.991,-0.137,-0.146,1.015,-2.037,-0.404,-122.932,201.07,-129.465,40.16,1011.331875
11,1522481377.0515106,2018-03-31_152937,42.682,-0.987,-0.132,-0.144,1.083,-0.275,-0.374,-123.109,201.602,-129.978,40.16,1011.331875
12,1522481377.0880191,2018-03-31_152937,42.676,-0.985,-0.134,-0.147,0.74,0.015,-0.313,-123.286,202.49,-131.175,40.16,1011.35625
13,1522481377.131814,2018-03-31_152937,42.688,-0.99,-0.138,-0.146,-2.502,1.915,-1.167,-123.994,201.07,-130.491,40.16,1011.35625
14,1522481377.1718369,2018-03-31_152937,42.7,-0.996,-0.156,-0.172,-12.299,8.644,-0.435,-123.994,202.135,-131.86,40.17,1011.342421875
15,1522481377.2108376,2018-03-31_152937,42.685,-0.995,-0.202,-0.198,-17.517,26.978,-5.394,-123.463,200.892,-130.32,40.17,1011.3579296875
16,1522481377.2515197,2018-03-31_152937,42.694,-1.01,-0.209,-0.183,-8.644,35.019,-12.718,-123.817,201.957,-130.662,40.17,1011.3579296875
17,1522481377.288692,2018-03-31_152937,42.685,-1.01,-0.217,-0.242,-6.813,33.722,-15.32,-122.579,202.845,-130.491,40.17,1011.3484765625
18,1522481377.3327909,2018-03-31_152937,42.667,-0.978,-0.173,-0.257,-10.063,29.015,-18.066,-118.51,201.247,-130.662,40.17,1011.3484765625
19,1522481377.3761873,2018-03-31_152937,42.682,-0.989,-0.18,-0.269,-5.875,14.13,-13.214,-118.157,200.892,-132.031,40.18,1011.351171875
20,1522481377.421823,2018-03-31_152937,42.673,-0.965,-0.176,-0.254,-4.15,2.907,-12.283,-115.857,200.715,-128.781,40.18,1011.3516796875
21,1522481377.4622235,2018-03-31_152937,42.697,-0.951,-0.207,-0.231,-6.195,2.121,-10.75,-113.381,201.78,-128.097,40.18,1011.3516796875
22,1522481377.507598,2018-03-31_152937,42.664,-0.974,-0.229,-0.247,-10.368,3.265,-6.409,-111.258,200.005,-127.071,40.19,1011.347578125
23,1522481377.5470853,2018-03-31_152937,42.688,-0.982,-0.211,-0.253,-11.284,-6.157,-0.916,-111.258,199.65,-124.335,40.19,1011.35
24,1522481377.5877569,2018-03-31_152937,42.667,-0.977,-0.193,-0.248,-8.141,-15.587,4.12,-109.666,199.473,-121.427,40.19,1011.35
25,1522481377.6287026,2018-03-31_152937,42.64,-0.929,-0.142,-0.256,-6.638,-14.931,7.095,-108.251,199.473,-120.059,40.19,1011.3794140625
26,1522481377.6697,2018-03-31_152937,42.709,-0.914,-0.154,-0.279,-7.782,-4.425,7.309,-106.482,200.183,-117.323,40.19,1011.3794140625
27,1522481377.7100823,2018-03-31_152937,42.691,-0.904,-0.141,-0.27,-16.937,4.059,5.981,-106.482,200.537,-113.56,40.19,1011.3708984375
28,1522481377.755039,2018-03-31_152937,42.682,-0.939,-0.181,-0.286,-7.988,7.53,11.253,-104.537,197.521,-113.731,40.19,1011.3470703125
29,1522481377.7955987,2018-03-31_152937,42.709,-0.968,-0.154,-0.292,1.434,1.114,12.581,-105.244,200.715,-114.073,40.19,1011.3470703125
30,1522481377.8405921,2018-03-31_152937,42.697,-0.965,-0.136,-0.261,6.187,-5.661,11.337,-102.945,199.118,-112.192,40.2,1011.34078125
31,1522481377.8816543,2018-03-31_152937,42.694,-0.985,-0.132,-0.269,14.641,-10.605,10.971,-103.475,201.78,-111.337,40.2,1011.356796875
32,1522481377.923749,2018-03-31_152937,42.691,-0.98,-0.074,-0.224,15.808,-17.349,14.641,-100.999,200.36,-110.995,40.2,1011.356796875
33,1522481377.9649513,2018-03-31_152937,42.688,-0.99,-0.075,-0.228,17.586,-19.775,12.894,-100.822,201.602,-110.14,40.2,1011.33640625
34,1522481378.0115721,2018-03-31_152938,42.706,-0.969,-0.02,-0.169,16.968,-39.307,17.586,-99.938,202.49,-106.89,40.2,1011.3312890625
35,1522481378.0628562,2018-03-31_152938,42.706,-0.98,-0.007,-0.155,3.883,-13.725,8.369,-99.584,202.135,-103.47,40.21,1011.3391015625
36,1522481378.1022575,2018-03-31_152938,42.739,-0.998,-0.002,-0.155,5.478,5.905,-26.367,-98.877,201.425,-103.47,40.21,1011.3551171875
37,1522481378.1506057,2018-03-31_152938,42.727,-0.895,0.01,-0.172,-0.244,3.891,-5.409,-96.4,202.135,-102.443,40.21,1011.367578125
38,1522481378.1921225,2018-03-31_152938,42.697,-0.91,0.059,-0.226,5.775,0.999,-10.849,-97.815,201.07,-103.812,40.21,1011.367578125
39,1522481378.2351484,2018-03-31_152938,42.733,-0.921,-0.028,-0.184,4.463,10.025,-16.266,-97.992,201.247,-106.719,40.22,1011.3425390625
40,1522481378.275127,2018-03-31_152938,42.703,-0.933,-0.124,-0.181,3.036,28.122,-17.876,-100.115,200.892,-107.403,40.22,1011.3425390625
41,1522481378.3159616,2018-03-31_152938,42.721,-1.023,-0.144,-0.204,1.976,28.725,-14.389,-101.353,201.07,-110.653,40.22,1011.3459375
42,1522481378.3560777,2018-03-31_152938,42.73,-1.016,-0.138,-0.212,-6.584,10.284,-8.018,-101.53,200.537,-113.56,40.22,1011.348671875
43,1522481378.397258,2018-03-31_152938,42.712,-1.0,-0.227,-0.217,-11.566,1.221,2.571,-102.768,201.07,-115.441,40.22,1011.348671875
44,1522481378.4402788,2018-03-31_152938,42.742,-0.996,-0.194,-0.255,-11.017,-1.526,0.954,-106.836,200.537,-114.928,40.22,1011.35375
45,1522481378.4803572,2018-03-31_152938,42.73,-0.964,-0.224,-0.249,-10.544,-2.167,-3.502,-107.19,200.183,-116.296,40.22,1011.3503515625
46,1522481378.5225463,2018-03-31_152938,42.724,-0.977,-0.195,-0.282,-3.181,-3.036,-1.884,-108.428,200.005,-116.467,40.22,1011.3503515625
47,1522481378.5653422,2018-03-31_152938,42.742,-0.962,-0.188,-0.26,-1.114,-7.004,-0.999,-108.959,201.602,-115.954,40.22,1011.3866015625
48,1522481378.6089442,2018-03-31_152938,42.721,-0.959,-0.161,-0.283,4.578,-2.716,-0.71,-110.197,201.78,-117.152,40.22,1011.3866015625
49,1522481378.6572444,2018-03-31_152938,42.721,-0.94,-0.176,-0.268,4.837,5.959,-2.8,-111.789,200.537,-116.98,40.23,1011.3632421875
50,1522481378.7001352,2018-03-31_152938,42.727,-0.958,-0.175,-0.249,5.981,13.405,-2.205,-112.673,199.295,-119.888,40.23,1011.3673828125
51,1522481378.7397842,2018-03-31_152938,42.733,-0.976,-0.196,-0.259,4.562,12.985,0.839,-113.381,201.07,-121.256,40.23,1011.3673828125
52,1522481378.778771,2018-03-31_152938,42.76,-0.983,-0.174,-0.251,6.798,5.257,-0.755,-113.558,200.892,-125.19,40.23,1011.35203125
53,1522481378.816982,2018-03-31_152938,42.742,-0.979,-0.168,-0.256,3.777,2.022,1.076,-115.15,201.78,-126.387,40.23,1011.3571875
54,1522481378.857904,2018-03-31_152938,42.742,-0.973,-0.179,-0.248,4.799,-2.274,0.069,-116.211,199.65,-124.677,40.23,1011.3607421875
55,1522481378.9120176,2018-03-31_152938,42.736,-0.969,-0.168,-0.273,3.738,-3.082,-0.801,-116.388,200.183,-126.216,40.23,1011.3778125
56,1522481378.9512656,2018-03-31_152938,42.745,-0.96,-0.177,-0.263,4.013,-3.967,-0.374,-115.503,199.65,-127.071,40.23,1011.3778125
57,1522481378.9778981,2018-03-31_152938,42.742,-0.964,-0.172,-0.269,4.486,-3.044,0.084,-116.565,199.65,-127.413,40.24,1011.360078125
58,1522481379.0040236,2018-03-31_152939,42.76,-0.966,-0.175,-0.267,3.479,-2.266,0.061,-116.034,200.183,-126.558,40.24,1011.360078125
59,1522481379.0305605,2018-03-31_152939,42.745,-0.961,-0.186,-0.252,3.99,-2.052,-0.618,-116.034,198.408,-127.926,40.24,1011.348671875
60,1522481379.0588279,2018-03-31_152939,42.754,-0.973,-0.176,-0.266,4.501,-2.64,0.412,-116.565,199.295,-128.439,40.24,1011.348671875
61,1522481379.085138,2018-03-31_152939,42.76,-0.966,-0.186,-0.26,2.235,-3.593,0.854,-116.742,200.892,-127.584,40.24,1011.348671875
62,1522481379.1110706,2018-03-31_152939,42.736,-0.96,-0.186,-0.26,2.808,-2.739,1.411,-116.565,199.65,-128.781,40.24,1011.34359375
63,1522481379.137574,2018-03-31_152939,42.736,-0.96,-0.165,-0.25,2.289,-3.258,2.098,-117.095,198.763,-128.268,40.24,1011.34359375
64,1522481379.1685634,2018-03-31_152939,42.73,-0.967,-0.164,-0.256,2.67,-3.052,0.45,-117.626,200.715,-127.413,40.25,1011.3786328125
65,1522481379.1967342,2018-03-31_152939,42.739,-0.967,-0.169,-0.251,2.121,-2.419,-0.587,-117.095,198.408,-127.584,40.25,1011.3786328125
66,1522481379.22432,2018-03-31_152939,42.757,-0.968,-0.165,-0.246,2.312,-2.426,-0.824,-117.98,199.295,-127.071,40.25,1011.3734765625
67,1522481379.2504418,2018-03-31_152939,42.73,-0.961,-0.156,-0.247,1.968,-2.029,-0.259,-117.626,200.005,-128.781,40.24,1011.3695703125
68,1522481379.281485,2018-03-31_152939,42.742,-0.967,-0.158,-0.25,1.595,-1.717,0.13,-116.742,198.763,-128.268,40.24,1011.3695703125
69,1522481379.3076513,2018-03-31_152939,42.751,-0.966,-0.157,-0.244,2.51,-1.419,-0.534,-115.857,200.005,-128.097,40.25,1011.3343359375
70,1522481379.3337557,2018-03-31_152939,42.739,-0.964,-0.156,-0.246,1.953,-1.167,-0.053,-116.565,200.715,-127.413,40.25,1011.3343359375
71,1522481379.3605025,2018-03-31_152939,42.778,-0.968,-0.156,-0.246,1.892,-1.678,0.427,-118.51,200.183,-128.61,40.25,1011.3553125
72,1522481379.3886492,2018-03-31_152939,42.751,-0.966,-0.158,-0.244,1.381,-2.35,-0.153,-118.864,200.537,-127.242,40.25,1011.3553125
73,1522481379.4173744,2018-03-31_152939,42.742,-0.971,-0.163,-0.244,1.488,-2.602,0.0,-117.626,200.005,-128.781,40.25,1011.3553125
74,1522481379.445229,2018-03-31_152939,42.751,-0.962,-0.163,-0.242,1.663,-2.251,-0.725,-117.449,198.763,-126.9,40.25,1011.366015625
75,1522481379.4714026,2018-03-31_152939,42.778,-0.967,-0.156,-0.241,2.167,-1.9,-1.144,-119.218,200.183,-127.584,40.25,1011.366015625
76,1522481379.5000787,2018-03-31_152939,42.736,-0.969,-0.159,-0.242,1.64,-2.533,-0.458,-117.272,200.005,-128.439,40.25,1011.3526171875
77,1522481379.5285223,2018-03-31_152939,42.766,-0.969,-0.163,-0.244,1.534,-1.663,-0.969,-116.918,200.005,-128.097,40.25,1011.3526171875
78,1522481379.5550468,2018-03-31_152939,42.751,-0.962,-0.156,-0.231,2.35,-1.343,-1.053,-116.918,201.425,-127.755,40.25,1011.3526171875
79,1522481379.582263,2018-03-31_152939,42.772,-0.968,-0.16,-0.239,1.434,-2.769,-0.008,-118.157,200.892,-128.61,40.25,1011.3219921875
80,1522481379.6094182,2018-03-31_152939,42.778,-0.968,-0.169,-0.242,1.114,-2.632,-0.076,-116.742,200.183,-127.926,40.25,1011.3219921875
81,1522481379.635346,2018-03-31_152939,42.769,-0.965,-0.16,-0.239,1.335,-2.09,-0.839,-118.51,199.828,-129.636,40.26,1011.349375
82,1522481379.661719,2018-03-31_152939,42.754,-0.968,-0.163,-0.242,0.961,-2.647,-0.626,-119.395,201.425,-128.781,40.26,1011.349375
83,1522481379.6900625,2018-03-31_152939,42.781,-0.969,-0.16,-0.244,0.9,-2.411,-0.023,-118.157,200.537,-127.584,40.26,1011.349375
84,1522481379.7162492,2018-03-31_152939,42.748,-0.968,-0.154,-0.229,1.381,-2.09,-0.168,-118.864,199.828,-128.61,40.26,1011.3583984375
85,1522481379.7415648,2018-03-31_152939,42.76,-0.968,-0.16,-0.231,1.694,-1.686,-0.519,-117.449,199.828,-128.61,40.26,1011.3583984375
86,1522481379.7710211,2018-03-31_152939,42.757,-0.969,-0.161,-0.238,0.755,-2.068,-0.267,-118.157,201.247,-128.952,40.26,1011.3635546875
87,1522481379.79658,2018-03-31_152939,42.763,-0.97,-0.156,-0.234,0.618,-2.151,-0.412,-119.925,201.247,-129.636,40.26,1011.3635546875
88,1522481379.8231492,2018-03-31_152939,42.76,-0.971,-0.157,-0.234,0.648,-1.839,-0.702,-119.041,201.07,-128.097,40.26,1011.3635546875
89,1522481379.8499117,2018-03-31_152939,42.802,-0.967,-0.159,-0.234,0.595,-1.602,-0.725,-117.803,200.892,-128.952,40.26,1011.365703125
90,1522481379.8769655,2018-03-31_152939,42.763,-0.97,-0.154,-0.233,0.938,-1.503,-1.083,-119.395,200.715,-128.097,40.26,1011.365703125
91,1522481379.9045572,2018-03-31_152939,42.778,-0.969,-0.162,-0.236,0.351,-1.266,-1.144,-117.803,200.537,-128.268,40.27,1011.35484375
92,1522481379.9348104,2018-03-31_152939,42.802,-0.968,-0.159,-0.23,0.961,-1.16,-0.816,-118.333,202.49,-129.123,40.27,1011.35484375
93,1522481379.9769845,2018-03-31_152939,42.772,-0.968,-0.164,-0.23,0.359,-1.511,-0.275,-118.687,201.78,-128.439,40.27,1011.346328125
94,1522481380.0218186,2018-03-31_152940,42.766,-0.968,-0.167,-0.235,0.717,-1.595,-0.183,-117.803,203.022,-127.584,40.27,1011.346328125
95,1522481380.062032,2018-03-31_152940,42.802,-0.967,-0.157,-0.227,1.419,-1.06,-0.832,-117.449,202.312,-128.61,40.27,1011.3575390625
96,1522481380.104955,2018-03-31_152940,42.787,-0.971,-0.166,-0.228,0.893,-0.877,-0.504,-118.333,202.135,-128.097,40.27,1011.3643359375
97,1522481380.1445603,2018-03-31_152940,42.784,-0.968,-0.158,-0.225,1.198,-0.587,-0.404,-117.449,202.312,-128.952,40.27,1011.3643359375
98,1522481380.1884236,2018-03-31_152940,42.763,-0.967,-0.161,-0.225,1.511,-0.618,-0.755,-119.572,201.957,-127.584,40.27,1011.3458203125
99,1522481380.22775,2018-03-31_152940,42.781,-0.965,-0.158,-0.228,1.328,-1.076,-0.557,-119.572,200.537,-127.926,40.27,1011.36453125
100,1522481380.270972,2018-03-31_152940,42.784,-0.973,-0.158,-0.233,1.701,-0.938,-0.74,-119.218,202.312,-128.952,40.28,1011.3723828125
101,1522481380.3088937,2018-03-31_152940,42.787,-0.965,-0.155,-0.219,2.502,-0.511,-0.938,-119.041,201.78,-129.465,40.28,1011.376953125
102,1522481380.350895,2018-03-31_152940,42.781,-0.971,-0.166,-0.233,2.022,-0.366,-0.816,-119.395,201.425,-128.439,40.28,1011.376953125
103,1522481380.3926299,2018-03-31_152940,42.805,-0.968,-0.161,-0.228,1.717,-0.114,-0.832,-119.572,202.667,-127.584,40.29,1011.3667578125
