test_who,song_id,test_order,f1_score,feat,mode
2,2,1,0.9209,acc + near,all-to-one
2,2,2,0.9377,acc + near,all-to-one
2,2,3,0.9152,acc + near,all-to-one
3,2,1,0.8888,acc + near,one-to-one
3,2,2,0.8981,acc + near,one-to-one
3,2,3,0.8911,acc + near,one-to-one
3,2,1,0.9027,acc + near,rest-to-one
3,2,2,0.8921,acc + near,rest-to-one
3,2,3,0.9204,acc + near,rest-to-one
3,2,1,0.9028,acc + near,all-to-one
3,2,2,0.9046,acc + near,all-to-one
3,2,3,0.9204,acc + near,all-to-one
4,2,1,0.9046,acc + near,one-to-one
4,2,2,0.9037,acc + near,one-to-one
4,2,3,0.8743,acc + near,one-to-one
4,2,1,0.7998,acc + near,rest-to-one
4,2,2,0.7954,acc + near,rest-to-one
4,2,3,0.7588,acc + near,rest-to-one
4,2,1,0.8703,acc + near,all-to-one
4,2,2,0.8539,acc + near,all-to-one
4,2,3,0.8354,acc + near,all-to-one
5,2,1,0.9004,acc + near,one-to-one
5,2,2,0.9368,acc + near,one-to-one
5,2,3,0.869,acc + near,one-to-one
5,2,1,0.8778,acc + near,rest-to-one
5,2,2,0.867,acc + near,rest-to-one
5,2,3,0.8656,acc + near,rest-to-one
5,2,1,0.8993,acc + near,all-to-one
5,2,2,0.9066,acc + near,all-to-one
5,2,3,0.887,acc + near,all-to-one
6,2,1,0.913,acc + near,one-to-one
6,2,2,0.9192,acc + near,one-to-one
6,2,3,0.9347,acc + near,one-to-one
6,2,1,0.8536,acc + near,rest-to-one
6,2,2,0.848,acc + near,rest-to-one
6,2,3,0.8346,acc + near,rest-to-one
6,2,1,0.8872,acc + near,all-to-one
6,2,2,0.8902,acc + near,all-to-one
6,2,3,0.8806,acc + near,all-to-one
7,2,1,0.9489,acc + near,one-to-one
7,2,2,0.9549,acc + near,one-to-one
7,2,3,0.9542,acc + near,one-to-one
7,2,1,0.8979,acc + near,rest-to-one
7,2,2,0.9163,acc + near,rest-to-one
7,2,3,0.9048,acc + near,rest-to-one
7,2,1,0.9257,acc + near,all-to-one
7,2,2,0.9146,acc + near,all-to-one
7,2,3,0.9368,acc + near,all-to-one
8,2,1,0.888,acc + near,one-to-one
8,2,2,0.89,acc + near,one-to-one
8,2,3,0.911,acc + near,one-to-one
8,2,1,0.8678,acc + near,rest-to-one
8,2,2,0.8786,acc + near,rest-to-one
8,2,3,0.9015,acc + near,rest-to-one
8,2,1,0.8755,acc + near,all-to-one
8,2,2,0.8935,acc + near,all-to-one
8,2,3,0.9224,acc + near,all-to-one
1,2,1,0.749,acc,one-to-one
1,2,2,0.7008,acc,one-to-one
1,2,3,0.7003,acc,one-to-one
1,2,1,0.6766,acc,rest-to-one
1,2,2,0.687,acc,rest-to-one
1,2,3,0.718,acc,rest-to-one
1,2,1,0.7118,acc,all-to-one
1,2,2,0.6938,acc,all-to-one
1,2,3,0.7269,acc,all-to-one
2,2,1,0.8998,acc,one-to-one
2,2,2,0.9121,acc,one-to-one
2,2,3,0.868,acc,one-to-one
2,2,1,0.8386,acc,rest-to-one
2,2,2,0.8427,acc,rest-to-one
2,2,3,0.8042,acc,rest-to-one
2,2,1,0.8826,acc,all-to-one
2,2,2,0.8876,acc,all-to-one
2,2,3,0.8511,acc,all-to-one
3,2,1,0.7672,acc,one-to-one
3,2,2,0.7981,acc,one-to-one
3,2,3,0.8205,acc,one-to-one
3,2,1,0.7493,acc,rest-to-one
3,2,2,0.7653,acc,rest-to-one
3,2,3,0.7785,acc,rest-to-one
3,2,1,0.7622,acc,all-to-one
3,2,2,0.7745,acc,all-to-one
3,2,3,0.8195,acc,all-to-one
4,2,1,0.8438,acc,one-to-one
4,2,2,0.8091,acc,one-to-one
4,2,3,0.821,acc,one-to-one
4,2,1,0.6764,acc,rest-to-one
4,2,2,0.6743,acc,rest-to-one
4,2,3,0.655,acc,rest-to-one
4,2,1,0.7795,acc,all-to-one
4,2,2,0.7334,acc,all-to-one
4,2,3,0.7693,acc,all-to-one
5,2,1,0.8171,acc,one-to-one
5,2,2,0.8975,acc,one-to-one
5,2,3,0.807,acc,one-to-one
5,2,1,0.7414,acc,rest-to-one
5,2,2,0.7442,acc,rest-to-one
5,2,3,0.7678,acc,rest-to-one
5,2,1,0.7896,acc,all-to-one
5,2,2,0.8171,acc,all-to-one
5,2,3,0.8095,acc,all-to-one
6,2,1,0.8416,acc,one-to-one
6,2,2,0.8605,acc,one-to-one
6,2,3,0.8914,acc,one-to-one
6,2,1,0.7657,acc,rest-to-one
6,2,2,0.7487,acc,rest-to-one
6,2,3,0.7743,acc,rest-to-one
6,2,1,0.807,acc,all-to-one
6,2,2,0.8143,acc,all-to-one
6,2,3,0.8253,acc,all-to-one
7,2,1,0.8657,acc,one-to-one
7,2,2,0.9115,acc,one-to-one
7,2,3,0.8967,acc,one-to-one
7,2,1,0.807,acc,rest-to-one
7,2,2,0.8036,acc,rest-to-one
7,2,3,0.8471,acc,rest-to-one
7,2,1,0.8468,acc,all-to-one
7,2,2,0.8491,acc,all-to-one
7,2,3,0.8774,acc,all-to-one
8,2,1,0.7415,acc,one-to-one
8,2,2,0.7722,acc,one-to-one
8,2,3,0.7677,acc,one-to-one
8,2,1,0.7324,acc,rest-to-one
8,2,2,0.7695,acc,rest-to-one
8,2,3,0.7565,acc,rest-to-one
8,2,1,0.7283,acc,all-to-one
8,2,2,0.7798,acc,all-to-one
8,2,3,0.7577,acc,all-to-one
1,2,1,0.8742,gyr + near,one-to-one
1,2,2,0.8389,gyr + near,one-to-one
1,2,3,0.8226,gyr + near,one-to-one
1,2,1,0.7785,gyr + near,rest-to-one
1,2,2,0.7833,gyr + near,rest-to-one
1,2,3,0.8657,gyr + near,rest-to-one
1,2,1,0.8282,gyr + near,all-to-one
1,2,2,0.821,gyr + near,all-to-one
1,2,3,0.8855,gyr + near,all-to-one
2,2,1,0.9443,gyr + near,one-to-one
2,2,2,0.9509,gyr + near,one-to-one
2,2,3,0.8796,gyr + near,one-to-one
2,2,1,0.8862,gyr + near,rest-to-one
2,2,2,0.8989,gyr + near,rest-to-one
2,2,3,0.871,gyr + near,rest-to-one
2,2,1,0.9236,gyr + near,all-to-one
2,2,2,0.9394,gyr + near,all-to-one
2,2,3,0.9059,gyr + near,all-to-one
3,2,1,0.8929,gyr + near,one-to-one
3,2,2,0.8977,gyr + near,one-to-one
3,2,3,0.8879,gyr + near,one-to-one
3,2,1,0.8868,gyr + near,rest-to-one
3,2,2,0.8771,gyr + near,rest-to-one
3,2,3,0.8832,gyr + near,rest-to-one
3,2,1,0.89,gyr + near,all-to-one
3,2,2,0.8822,gyr + near,all-to-one
3,2,3,0.8957,gyr + near,all-to-one
4,2,1,0.9297,gyr + near,one-to-one
4,2,2,0.8959,gyr + near,one-to-one
4,2,3,0.8577,gyr + near,one-to-one
4,2,1,0.7958,gyr + near,rest-to-one
4,2,2,0.7858,gyr + near,rest-to-one
4,2,3,0.7903,gyr + near,rest-to-one
4,2,1,0.8816,gyr + near,all-to-one
4,2,2,0.8531,gyr + near,all-to-one
4,2,3,0.84,gyr + near,all-to-one
5,2,1,0.9155,gyr + near,one-to-one
5,2,2,0.914,gyr + near,one-to-one
5,2,3,0.8426,gyr + near,one-to-one
5,2,1,0.8936,gyr + near,rest-to-one
5,2,2,0.8875,gyr + near,rest-to-one
5,2,3,0.8629,gyr + near,rest-to-one
5,2,1,0.9054,gyr + near,all-to-one
5,2,2,0.9024,gyr + near,all-to-one
5,2,3,0.8746,gyr + near,all-to-one
6,2,1,0.915,gyr + near,one-to-one
6,2,2,0.9162,gyr + near,one-to-one
6,2,3,0.9429,gyr + near,one-to-one
6,2,1,0.8382,gyr + near,rest-to-one
6,2,2,0.8499,gyr + near,rest-to-one
6,2,3,0.8641,gyr + near,rest-to-one
6,2,1,0.8946,gyr + near,all-to-one
6,2,2,0.8896,gyr + near,all-to-one
6,2,3,0.9251,gyr + near,all-to-one
7,2,1,0.9104,gyr + near,one-to-one
7,2,2,0.9362,gyr + near,one-to-one
7,2,3,0.9368,gyr + near,one-to-one
7,2,1,0.8505,gyr + near,rest-to-one
7,2,2,0.8815,gyr + near,rest-to-one
7,2,3,0.8886,gyr + near,rest-to-one
7,2,1,0.9018,gyr + near,all-to-one
7,2,2,0.9038,gyr + near,all-to-one
7,2,3,0.9281,gyr + near,all-to-one
8,2,1,0.8866,gyr + near,one-to-one
8,2,2,0.8907,gyr + near,one-to-one
8,2,3,0.9023,gyr + near,one-to-one
8,2,1,0.8418,gyr + near,rest-to-one
8,2,2,0.8821,gyr + near,rest-to-one
8,2,3,0.8986,gyr + near,rest-to-one
8,2,1,0.857,gyr + near,all-to-one
8,2,2,0.8889,gyr + near,all-to-one
8,2,3,0.9051,gyr + near,all-to-one
1,2,1,0.7464,gyr,one-to-one
1,2,2,0.7205,gyr,one-to-one
1,2,3,0.6614,gyr,one-to-one
1,2,1,0.66,gyr,rest-to-one
1,2,2,0.6536,gyr,rest-to-one
1,2,3,0.7413,gyr,rest-to-one
1,2,1,0.694,gyr,all-to-one
1,2,2,0.6825,gyr,all-to-one
1,2,3,0.7546,gyr,all-to-one
2,2,1,0.9077,gyr,one-to-one
2,2,2,0.898,gyr,one-to-one
2,2,3,0.8427,gyr,one-to-one
2,2,1,0.8281,gyr,rest-to-one
2,2,2,0.8294,gyr,rest-to-one
2,2,3,0.8101,gyr,rest-to-one
2,2,1,0.887,gyr,all-to-one
2,2,2,0.8746,gyr,all-to-one
2,2,3,0.8444,gyr,all-to-one
3,2,1,0.7654,gyr,one-to-one
3,2,2,0.7701,gyr,one-to-one
3,2,3,0.7908,gyr,one-to-one
3,2,1,0.7862,gyr,rest-to-one
3,2,2,0.7434,gyr,rest-to-one
3,2,3,0.7727,gyr,rest-to-one
3,2,1,0.7941,gyr,all-to-one
3,2,2,0.7628,gyr,all-to-one
3,2,3,0.7916,gyr,all-to-one
4,2,1,0.8685,gyr,one-to-one
4,2,2,0.8547,gyr,one-to-one
4,2,3,0.7583,gyr,one-to-one
4,2,1,0.729,gyr,rest-to-one
4,2,2,0.7226,gyr,rest-to-one
4,2,3,0.7041,gyr,rest-to-one
4,2,1,0.7962,gyr,all-to-one
4,2,2,0.743,gyr,all-to-one
4,2,3,0.74,gyr,all-to-one
5,2,1,0.8446,gyr,one-to-one
5,2,2,0.8664,gyr,one-to-one
5,2,3,0.7965,gyr,one-to-one
5,2,1,0.7262,gyr,rest-to-one
5,2,2,0.7388,gyr,rest-to-one
5,2,3,0.7217,gyr,rest-to-one
5,2,1,0.7842,gyr,all-to-one
5,2,2,0.8169,gyr,all-to-one
5,2,3,0.7642,gyr,all-to-one
6,2,1,0.8337,gyr,one-to-one
6,2,2,0.845,gyr,one-to-one
6,2,3,0.8589,gyr,one-to-one
6,2,1,0.7541,gyr,rest-to-one
6,2,2,0.744,gyr,rest-to-one
6,2,3,0.7482,gyr,rest-to-one
6,2,1,0.7907,gyr,all-to-one
6,2,2,0.7847,gyr,all-to-one
6,2,3,0.805,gyr,all-to-one
7,2,1,0.8342,gyr,one-to-one
7,2,2,0.8992,gyr,one-to-one
7,2,3,0.8907,gyr,one-to-one
7,2,1,0.7402,gyr,rest-to-one
7,2,2,0.7813,gyr,rest-to-one
7,2,3,0.8004,gyr,rest-to-one
7,2,1,0.7742,gyr,all-to-one
7,2,2,0.8203,gyr,all-to-one
7,2,3,0.8687,gyr,all-to-one
8,2,1,0.7511,gyr,one-to-one
8,2,2,0.7628,gyr,one-to-one
8,2,3,0.7773,gyr,one-to-one
8,2,1,0.7146,gyr,rest-to-one
8,2,2,0.7495,gyr,rest-to-one
8,2,3,0.7873,gyr,rest-to-one
8,2,1,0.7302,gyr,all-to-one
8,2,2,0.7579,gyr,all-to-one
8,2,3,0.7808,gyr,all-to-one
1,3,1,0.8929,acc + gyr + near,one-to-one
1,3,2,0.8964,acc + gyr + near,one-to-one
1,3,3,0.8878,acc + gyr + near,one-to-one
1,3,1,0.7915,acc + gyr + near,rest-to-one
1,3,2,0.7866,acc + gyr + near,rest-to-one
1,3,3,0.7828,acc + gyr + near,rest-to-one
1,3,1,0.8583,acc + gyr + near,all-to-one
1,3,2,0.8655,acc + gyr + near,all-to-one
1,3,3,0.8331,acc + gyr + near,all-to-one
2,3,1,0.7802,acc + gyr + near,one-to-one
2,3,2,0.8747,acc + gyr + near,one-to-one
2,3,3,0.8721,acc + gyr + near,one-to-one
2,3,1,0.7558,acc + gyr + near,rest-to-one
2,3,2,0.8443,acc + gyr + near,rest-to-one
2,3,3,0.8513,acc + gyr + near,rest-to-one
2,3,1,0.7674,acc + gyr + near,all-to-one
2,3,2,0.8789,acc + gyr + near,all-to-one
2,3,3,0.8662,acc + gyr + near,all-to-one
3,3,1,0.8638,acc + gyr + near,one-to-one
3,3,2,0.8804,acc + gyr + near,one-to-one
3,3,3,0.8976,acc + gyr + near,one-to-one
3,3,1,0.8614,acc + gyr + near,rest-to-one
3,3,2,0.863,acc + gyr + near,rest-to-one
3,3,3,0.8655,acc + gyr + near,rest-to-one
3,3,1,0.8709,acc + gyr + near,all-to-one
3,3,2,0.8784,acc + gyr + near,all-to-one
3,3,3,0.8878,acc + gyr + near,all-to-one
4,3,1,0.5773,acc + gyr + near,one-to-one
4,3,2,0.8065,acc + gyr + near,one-to-one
4,3,3,0.7708,acc + gyr + near,one-to-one
4,3,1,0.7834,acc + gyr + near,rest-to-one
4,3,2,0.7906,acc + gyr + near,rest-to-one
4,3,3,0.8216,acc + gyr + near,rest-to-one
4,3,1,0.7877,acc + gyr + near,all-to-one
4,3,2,0.8533,acc + gyr + near,all-to-one
4,3,3,0.8447,acc + gyr + near,all-to-one
5,3,1,0.9365,acc + gyr + near,one-to-one
5,3,2,0.933,acc + gyr + near,one-to-one
5,3,3,0.8787,acc + gyr + near,one-to-one
5,3,1,0.8852,acc + gyr + near,rest-to-one
5,3,2,0.8704,acc + gyr + near,rest-to-one
5,3,3,0.8551,acc + gyr + near,rest-to-one
5,3,1,0.9442,acc + gyr + near,all-to-one
5,3,2,0.9217,acc + gyr + near,all-to-one
5,3,3,0.896,acc + gyr + near,all-to-one
6,3,1,0.914,acc + gyr + near,one-to-one
6,3,2,0.9481,acc + gyr + near,one-to-one
6,3,3,0.9175,acc + gyr + near,one-to-one
6,3,1,0.8659,acc + gyr + near,rest-to-one
6,3,2,0.8758,acc + gyr + near,rest-to-one
6,3,3,0.8243,acc + gyr + near,rest-to-one
6,3,1,0.9018,acc + gyr + near,all-to-one
6,3,2,0.9165,acc + gyr + near,all-to-one
6,3,3,0.8752,acc + gyr + near,all-to-one
7,3,1,0.9266,acc + gyr + near,one-to-one
7,3,2,0.928,acc + gyr + near,one-to-one
7,3,3,0.9442,acc + gyr + near,one-to-one
7,3,1,0.8897,acc + gyr + near,rest-to-one
7,3,2,0.8858,acc + gyr + near,rest-to-one
7,3,3,0.8715,acc + gyr + near,rest-to-one
7,3,1,0.9167,acc + gyr + near,all-to-one
7,3,2,0.9398,acc + gyr + near,all-to-one
7,3,3,0.9234,acc + gyr + near,all-to-one
8,3,1,0.8569,acc + gyr + near,one-to-one
8,3,2,0.8584,acc + gyr + near,one-to-one
8,3,3,0.858,acc + gyr + near,one-to-one
8,3,1,0.8033,acc + gyr + near,rest-to-one
8,3,2,0.8045,acc + gyr + near,rest-to-one
8,3,3,0.8128,acc + gyr + near,rest-to-one
8,3,1,0.8317,acc + gyr + near,all-to-one
8,3,2,0.8341,acc + gyr + near,all-to-one
8,3,3,0.8509,acc + gyr + near,all-to-one
1,3,1,0.7834,acc + gyr,one-to-one
1,3,2,0.7897,acc + gyr,one-to-one
1,3,3,0.78,acc + gyr,one-to-one
1,3,1,0.6341,acc + gyr,rest-to-one
1,3,2,0.6395,acc + gyr,rest-to-one
1,3,3,0.6428,acc + gyr,rest-to-one
1,3,1,0.7101,acc + gyr,all-to-one
1,3,2,0.725,acc + gyr,all-to-one
1,3,3,0.7213,acc + gyr,all-to-one
2,3,1,0.6051,acc + gyr,one-to-one
2,3,2,0.798,acc + gyr,one-to-one
2,3,3,0.7634,acc + gyr,one-to-one
2,3,1,0.4809,acc + gyr,rest-to-one
2,3,2,0.6288,acc + gyr,rest-to-one
2,3,3,0.7711,acc + gyr,rest-to-one
2,3,1,0.5159,acc + gyr,all-to-one
2,3,2,0.7095,acc + gyr,all-to-one
2,3,3,0.805,acc + gyr,all-to-one
3,3,1,0.772,acc + gyr,one-to-one
3,3,2,0.7334,acc + gyr,one-to-one
3,3,3,0.7657,acc + gyr,one-to-one
3,3,1,0.6943,acc + gyr,rest-to-one
3,3,2,0.6858,acc + gyr,rest-to-one
3,3,3,0.7036,acc + gyr,rest-to-one
3,3,1,0.7223,acc + gyr,all-to-one
3,3,2,0.7275,acc + gyr,all-to-one
3,3,3,0.7156,acc + gyr,all-to-one
4,3,1,0.551,acc + gyr,one-to-one
4,3,2,0.7546,acc + gyr,one-to-one
4,3,3,0.7068,acc + gyr,one-to-one
4,3,1,0.6869,acc + gyr,rest-to-one
4,3,2,0.6925,acc + gyr,rest-to-one
4,3,3,0.7292,acc + gyr,rest-to-one
4,3,1,0.6556,acc + gyr,all-to-one
4,3,2,0.724,acc + gyr,all-to-one
4,3,3,0.7531,acc + gyr,all-to-one
5,3,1,0.8673,acc + gyr,one-to-one
5,3,2,0.872,acc + gyr,one-to-one
5,3,3,0.7645,acc + gyr,one-to-one
5,3,1,0.7324,acc + gyr,rest-to-one
5,3,2,0.7343,acc + gyr,rest-to-one
5,3,3,0.7358,acc + gyr,rest-to-one
5,3,1,0.832,acc + gyr,all-to-one
5,3,2,0.8302,acc + gyr,all-to-one
5,3,3,0.7881,acc + gyr,all-to-one
6,3,1,0.8594,acc + gyr,one-to-one
6,3,2,0.8935,acc + gyr,one-to-one
6,3,3,0.8634,acc + gyr,one-to-one
6,3,1,0.7427,acc + gyr,rest-to-one
6,3,2,0.7767,acc + gyr,rest-to-one
6,3,3,0.6467,acc + gyr,rest-to-one
6,3,1,0.8202,acc + gyr,all-to-one
6,3,2,0.8393,acc + gyr,all-to-one
6,3,3,0.7424,acc + gyr,all-to-one
7,3,1,0.88,acc + gyr,one-to-one
7,3,2,0.8998,acc + gyr,one-to-one
7,3,3,0.9178,acc + gyr,one-to-one
7,3,1,0.786,acc + gyr,rest-to-one
7,3,2,0.7524,acc + gyr,rest-to-one
7,3,3,0.7571,acc + gyr,rest-to-one
7,3,1,0.8407,acc + gyr,all-to-one
7,3,2,0.847,acc + gyr,all-to-one
7,3,3,0.8543,acc + gyr,all-to-one
8,3,1,0.7692,acc + gyr,one-to-one
8,3,2,0.7682,acc + gyr,one-to-one
8,3,3,0.7128,acc + gyr,one-to-one
8,3,1,0.6827,acc + gyr,rest-to-one
8,3,2,0.6683,acc + gyr,rest-to-one
8,3,3,0.6258,acc + gyr,rest-to-one
8,3,1,0.7129,acc + gyr,all-to-one
8,3,2,0.7192,acc + gyr,all-to-one
8,3,3,0.6417,acc + gyr,all-to-one
1,3,1,0.8668,acc + near,one-to-one
1,3,2,0.8685,acc + near,one-to-one
1,3,3,0.864,acc + near,one-to-one
1,3,1,0.82,acc + near,rest-to-one
1,3,2,0.8082,acc + near,rest-to-one
1,3,3,0.7876,acc + near,rest-to-one
1,3,1,0.8388,acc + near,all-to-one
1,3,2,0.8397,acc + near,all-to-one
1,3,3,0.8243,acc + near,all-to-one
2,3,1,0.774,acc + near,one-to-one
2,3,2,0.8604,acc + near,one-to-one
2,3,3,0.8488,acc + near,one-to-one
2,3,1,0.7558,acc + near,rest-to-one
2,3,2,0.8534,acc + near,rest-to-one
2,3,3,0.8607,acc + near,rest-to-one
2,3,1,0.7647,acc + near,all-to-one
2,3,2,0.8699,acc + near,all-to-one
2,3,3,0.8632,acc + near,all-to-one
3,3,1,0.8497,acc + near,one-to-one
3,3,2,0.8646,acc + near,one-to-one
3,3,3,0.8762,acc + near,one-to-one
3,3,1,0.8705,acc + near,rest-to-one
3,3,2,0.8693,acc + near,rest-to-one
3,3,3,0.8715,acc + near,rest-to-one
3,3,1,0.8907,acc + near,all-to-one
3,3,2,0.8709,acc + near,all-to-one
3,3,3,0.8964,acc + near,all-to-one
4,3,1,0.683,acc + near,one-to-one
4,3,2,0.8584,acc + near,one-to-one
4,3,3,0.8739,acc + near,one-to-one
4,3,1,0.7806,acc + near,rest-to-one
4,3,2,0.8129,acc + near,rest-to-one
4,3,3,0.8024,acc + near,rest-to-one
4,3,1,0.7979,acc + near,all-to-one
4,3,2,0.8283,acc + near,all-to-one
4,3,3,0.8483,acc + near,all-to-one
5,3,1,0.9328,acc + near,one-to-one
5,3,2,0.9317,acc + near,one-to-one
5,3,3,0.8588,acc + near,one-to-one
5,3,1,0.8694,acc + near,rest-to-one
5,3,2,0.8545,acc + near,rest-to-one
5,3,3,0.8369,acc + near,rest-to-one
5,3,1,0.929,acc + near,all-to-one
5,3,2,0.9058,acc + near,all-to-one
5,3,3,0.8761,acc + near,all-to-one
6,3,1,0.8658,acc + near,one-to-one
6,3,2,0.9151,acc + near,one-to-one
6,3,3,0.874,acc + near,one-to-one
6,3,1,0.8521,acc + near,rest-to-one
6,3,2,0.8753,acc + near,rest-to-one
6,3,3,0.8095,acc + near,rest-to-one
6,3,1,0.8674,acc + near,all-to-one
6,3,2,0.9091,acc + near,all-to-one
6,3,3,0.8383,acc + near,all-to-one
7,3,1,0.9241,acc + near,one-to-one
7,3,2,0.9393,acc + near,one-to-one
7,3,3,0.915,acc + near,one-to-one
7,3,1,0.882,acc + near,rest-to-one
7,3,2,0.8687,acc + near,rest-to-one
7,3,3,0.8556,acc + near,rest-to-one
7,3,1,0.9122,acc + near,all-to-one
7,3,2,0.9274,acc + near,all-to-one
7,3,3,0.9032,acc + near,all-to-one
8,3,1,0.8615,acc + near,one-to-one
8,3,2,0.8134,acc + near,one-to-one
8,3,3,0.8563,acc + near,one-to-one
8,3,1,0.7834,acc + near,rest-to-one
8,3,2,0.7901,acc + near,rest-to-one
8,3,3,0.8127,acc + near,rest-to-one
8,3,1,0.8221,acc + near,all-to-one
8,3,2,0.824,acc + near,all-to-one
8,3,3,0.8449,acc + near,all-to-one
1,3,1,0.7292,acc,one-to-one
1,3,2,0.7237,acc,one-to-one
1,3,3,0.7261,acc,one-to-one
1,3,1,0.6687,acc,rest-to-one
1,3,2,0.6578,acc,rest-to-one
1,3,3,0.6218,acc,rest-to-one
1,3,1,0.6889,acc,all-to-one
1,3,2,0.713,acc,all-to-one
1,3,3,0.6827,acc,all-to-one
2,3,1,0.6017,acc,one-to-one
2,3,2,0.7547,acc,one-to-one
2,3,3,0.7216,acc,one-to-one
2,3,1,0.5007,acc,rest-to-one
2,3,2,0.652,acc,rest-to-one
2,3,3,0.7455,acc,rest-to-one
2,3,1,0.5431,acc,all-to-one
2,3,2,0.7207,acc,all-to-one
2,3,3,0.7845,acc,all-to-one
3,3,1,0.721,acc,one-to-one
3,3,2,0.6993,acc,one-to-one
3,3,3,0.7189,acc,one-to-one
3,3,1,0.6645,acc,rest-to-one
3,3,2,0.667,acc,rest-to-one
3,3,3,0.7009,acc,rest-to-one
3,3,1,0.6894,acc,all-to-one
3,3,2,0.6837,acc,all-to-one
3,3,3,0.736,acc,all-to-one
4,3,1,0.5674,acc,one-to-one
4,3,2,0.7617,acc,one-to-one
4,3,3,0.7555,acc,one-to-one
4,3,1,0.6843,acc,rest-to-one
4,3,2,0.6667,acc,rest-to-one
4,3,3,0.6867,acc,rest-to-one
4,3,1,0.6829,acc,all-to-one
4,3,2,0.6863,acc,all-to-one
4,3,3,0.7353,acc,all-to-one
5,3,1,0.8285,acc,one-to-one
5,3,2,0.8294,acc,one-to-one
5,3,3,0.7561,acc,one-to-one
5,3,1,0.7122,acc,rest-to-one
5,3,2,0.7084,acc,rest-to-one
5,3,3,0.7079,acc,rest-to-one
5,3,1,0.7952,acc,all-to-one
5,3,2,0.7661,acc,all-to-one
5,3,3,0.7515,acc,all-to-one
6,3,1,0.8023,acc,one-to-one
6,3,2,0.8317,acc,one-to-one
6,3,3,0.7825,acc,one-to-one
6,3,1,0.7,acc,rest-to-one
6,3,2,0.6772,acc,rest-to-one
6,3,3,0.6132,acc,rest-to-one
6,3,1,0.7615,acc,all-to-one
6,3,2,0.7617,acc,all-to-one
6,3,3,0.7002,acc,all-to-one
7,3,1,0.8917,acc,one-to-one
7,3,2,0.8766,acc,one-to-one
7,3,3,0.8858,acc,one-to-one
7,3,1,0.7874,acc,rest-to-one
7,3,2,0.7332,acc,rest-to-one
7,3,3,0.7472,acc,rest-to-one
7,3,1,0.8266,acc,all-to-one
7,3,2,0.8081,acc,all-to-one
7,3,3,0.8365,acc,all-to-one
8,3,1,0.711,acc,one-to-one
8,3,2,0.7215,acc,one-to-one
8,3,3,0.691,acc,one-to-one
8,3,1,0.6269,acc,rest-to-one
8,3,2,0.6459,acc,rest-to-one
8,3,3,0.6168,acc,rest-to-one
8,3,1,0.6498,acc,all-to-one
8,3,2,0.6748,acc,all-to-one
8,3,3,0.6393,acc,all-to-one
1,3,1,0.8632,gyr + near,one-to-one
1,3,2,0.8969,gyr + near,one-to-one
1,3,3,0.8573,gyr + near,one-to-one
1,3,1,0.7755,gyr + near,rest-to-one
1,3,2,0.7683,gyr + near,rest-to-one
1,3,3,0.7567,gyr + near,rest-to-one
1,3,1,0.8304,gyr + near,all-to-one
1,3,2,0.8318,gyr + near,all-to-one
1,3,3,0.8177,gyr + near,all-to-one
2,3,1,0.7694,gyr + near,one-to-one
2,3,2,0.8544,gyr + near,one-to-one
2,3,3,0.845,gyr + near,one-to-one
2,3,1,0.7469,gyr + near,rest-to-one
2,3,2,0.825,gyr + near,rest-to-one
2,3,3,0.8426,gyr + near,rest-to-one
2,3,1,0.7634,gyr + near,all-to-one
2,3,2,0.8373,gyr + near,all-to-one
2,3,3,0.8506,gyr + near,all-to-one
3,3,1,0.8399,gyr + near,one-to-one
3,3,2,0.8727,gyr + near,one-to-one
3,3,3,0.8731,gyr + near,one-to-one
3,3,1,0.8446,gyr + near,rest-to-one
3,3,2,0.8609,gyr + near,rest-to-one
3,3,3,0.8589,gyr + near,rest-to-one
3,3,1,0.8613,gyr + near,all-to-one
3,3,2,0.883,gyr + near,all-to-one
3,3,3,0.8855,gyr + near,all-to-one
4,3,1,0.6377,gyr + near,one-to-one
4,3,2,0.7723,gyr + near,one-to-one
4,3,3,0.7521,gyr + near,one-to-one
4,3,1,0.7568,gyr + near,rest-to-one
4,3,2,0.7615,gyr + near,rest-to-one
4,3,3,0.7881,gyr + near,rest-to-one
4,3,1,0.7782,gyr + near,all-to-one
4,3,2,0.8092,gyr + near,all-to-one
4,3,3,0.8201,gyr + near,all-to-one
5,3,1,0.9315,gyr + near,one-to-one
5,3,2,0.9218,gyr + near,one-to-one
5,3,3,0.884,gyr + near,one-to-one
5,3,1,0.8752,gyr + near,rest-to-one
5,3,2,0.8716,gyr + near,rest-to-one
5,3,3,0.8402,gyr + near,rest-to-one
5,3,1,0.9274,gyr + near,all-to-one
5,3,2,0.9117,gyr + near,all-to-one
5,3,3,0.8752,gyr + near,all-to-one
6,3,1,0.9063,gyr + near,one-to-one
6,3,2,0.9429,gyr + near,one-to-one
6,3,3,0.9113,gyr + near,one-to-one
6,3,1,0.8524,gyr + near,rest-to-one
6,3,2,0.8521,gyr + near,rest-to-one
6,3,3,0.8614,gyr + near,rest-to-one
6,3,1,0.8963,gyr + near,all-to-one
6,3,2,0.8908,gyr + near,all-to-one
6,3,3,0.8897,gyr + near,all-to-one
7,3,1,0.9163,gyr + near,one-to-one
7,3,2,0.9505,gyr + near,one-to-one
7,3,3,0.938,gyr + near,one-to-one
7,3,1,0.8695,gyr + near,rest-to-one
7,3,2,0.8698,gyr + near,rest-to-one
