train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,3,2,122580,1,3,181870,0.1406
1,1,243400,3,2,122580,2,1,210550,0.1295
1,1,243400,3,2,122580,2,2,251930,0.1599
1,1,243400,3,2,122580,2,3,223700,0.1678
1,1,243400,3,2,122580,3,1,110320,0.0651
1,1,243400,3,2,122580,3,2,122580,0.0284
1,1,243400,3,2,122580,3,3,112370,0.0630
1,1,243400,3,2,122580,4,1,222600,0.3692
1,1,243400,3,2,122580,4,2,267800,0.2836
1,1,243400,3,2,122580,4,3,271990,0.2939
1,1,243400,3,2,122580,5,1,130490,0.2709
1,1,243400,3,2,122580,5,2,188720,0.2837
1,1,243400,3,2,122580,5,3,185380,0.2425
1,1,243400,3,2,122580,6,1,241880,0.1398
1,1,243400,3,2,122580,6,2,164810,0.1252
1,1,243400,3,2,122580,6,3,266820,0.1937
1,1,243400,3,2,122580,7,1,269500,0.2026
1,1,243400,3,2,122580,7,2,278840,0.2223
1,1,243400,3,2,122580,7,3,274760,0.1762
1,1,243400,3,2,122580,8,1,170430,0.0985
1,1,243400,3,2,122580,8,2,89370,0.4072
1,1,243400,3,2,122580,8,3,142120,0.1960
1,1,243400,3,3,112370,1,1,243400,0.0000
1,1,243400,3,3,112370,1,2,223010,0.0879
1,1,243400,3,3,112370,1,3,181870,0.0866
1,1,243400,3,3,112370,2,1,210550,0.1368
1,1,243400,3,3,112370,2,2,251930,0.1422
1,1,243400,3,3,112370,2,3,223700,0.1702
1,1,243400,3,3,112370,3,1,110320,0.1002
1,1,243400,3,3,112370,3,2,122580,0.0715
1,1,243400,3,3,112370,3,3,112370,0.0883
1,1,243400,3,3,112370,4,1,222600,0.3452
1,1,243400,3,3,112370,4,2,267800,0.2604
1,1,243400,3,3,112370,4,3,271990,0.2416
1,1,243400,3,3,112370,5,1,130490,0.3115
1,1,243400,3,3,112370,5,2,188720,0.3268
1,1,243400,3,3,112370,5,3,185380,0.2831
1,1,243400,3,3,112370,6,1,241880,0.1434
1,1,243400,3,3,112370,6,2,164810,0.2358
