train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,3,1,110320,8,1,170430,0.1255
1,1,243400,3,1,110320,8,2,89370,0.1330
1,1,243400,3,1,110320,8,3,142120,0.1290
1,1,243400,3,2,122580,1,1,243400,0.0036
1,1,243400,3,2,122580,1,2,223010,0.0719
1,1,243400,3,2,122580,1,3,181870,0.0528
1,1,243400,3,2,122580,2,1,210550,0.1472
1,1,243400,3,2,122580,2,2,251930,0.1234
1,1,243400,3,2,122580,2,3,223700,0.1563
1,1,243400,3,2,122580,3,1,110320,0.0958
1,1,243400,3,2,122580,3,2,122580,0.0638
1,1,243400,3,2,122580,3,3,112370,0.0910
1,1,243400,3,2,122580,4,1,222600,0.2690
1,1,243400,3,2,122580,4,2,267800,0.2040
1,1,243400,3,2,122580,4,3,271990,0.2348
1,1,243400,3,2,122580,5,1,130490,0.2286
1,1,243400,3,2,122580,5,2,188720,0.3229
1,1,243400,3,2,122580,5,3,185380,0.2111
1,1,243400,3,2,122580,6,1,241880,0.1560
1,1,243400,3,2,122580,6,2,164810,0.1499
1,1,243400,3,2,122580,6,3,266820,0.1163
1,1,243400,3,2,122580,7,1,269500,0.1305
1,1,243400,3,2,122580,7,2,278840,0.1210
1,1,243400,3,2,122580,7,3,274760,0.1053
1,1,243400,3,2,122580,8,1,170430,0.1303
1,1,243400,3,2,122580,8,2,89370,0.1527
1,1,243400,3,2,122580,8,3,142120,0.1311
1,1,243400,3,3,112370,1,1,243400,0.0072
1,1,243400,3,3,112370,1,2,223010,0.0658
1,1,243400,3,3,112370,1,3,181870,0.0528
1,1,243400,3,3,112370,2,1,210550,0.1377
1,1,243400,3,3,112370,2,2,251930,0.1275
1,1,243400,3,3,112370,2,3,223700,0.1479
1,1,243400,3,3,112370,3,1,110320,0.0935
1,1,243400,3,3,112370,3,2,122580,0.0640
1,1,243400,3,3,112370,3,3,112370,0.0790
1,1,243400,3,3,112370,4,1,222600,0.2581
1,1,243400,3,3,112370,4,2,267800,0.2106
1,1,243400,3,3,112370,4,3,271990,0.2385
1,1,243400,3,3,112370,5,1,130490,0.2006
1,1,243400,3,3,112370,5,2,188720,0.3035
1,1,243400,3,3,112370,5,3,185380,0.1961
1,1,243400,3,3,112370,6,1,241880,0.1514
1,1,243400,3,3,112370,6,2,164810,0.1465
1,1,243400,3,3,112370,6,3,266820,0.1181
1,1,243400,3,3,112370,7,1,269500,0.1246
1,1,243400,3,3,112370,7,2,278840,0.1324
