hit_type,R_AAI,R_AVI,R_ASMA,R_GAI,R_GVI,R_GSMA,R_AAE,R_ARE,R_MAMI,R_MGMI,R_ASDI,R_GSDI,R_AIR,R_GIR,R_AZCR,R_GZCR,R_AMCR,R_GMCR,R_AXYCORR,R_AYZCORR,R_AZXCORR,R_GXYCORR,R_GYZCORR,R_GZXCORR,L_AAI,L_AVI,L_ASMA,L_GAI,L_GVI,L_GSMA,L_AAE,L_ARE,L_MAMI,L_MGMI,L_ASDI,L_GSDI,L_AIR,L_GIR,L_AZCR,L_GZCR,L_AMCR,L_GMCR,L_AXYCORR,L_AYZCORR,L_AZXCORR,L_GXYCORR,L_GYZCORR,L_GZXCORR,L1,L2,R1,R2
1,0.23778160370841617,0.014686186715631532,0.3545777777777778,59.421043134932816,111.64418208423105,85.56127777777778,0.07122627777777779,3642.504549327776,0.20569443356590866,59.62472340028086,0.12118657811668557,10.566181054867036,0.14985672755573723,9.797925342152546,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,-0.955404207588862,0.5633764492052733,-0.6601795481976781,0.675795550782366,0.8912713448216958,0.2785483811937007,0.2524338961741689,0.006002205840106715,0.39937777777777783,51.58154407772041,886.6937717415203,78.29894444444444,0.06972507777777777,3547.3494611833326,0.24484689093390588,40.12513957757655,0.07747390425237852,29.777403710557447,0.16129095863765947,36.75070488102894,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.9684600295034476,0.859043391752948,0.7179488670848726,-0.974151461615271,0.2557766139711539,-0.2108840777060308,0,0,0,0
0,0.10475401976268665,0.004264873121336438,0.14922222222222223,19.607241182414004,115.24725263131502,26.04338888888889,0.015238277777777785,499.69115941666655,0.08516454661418679,14.158395283364566,0.0653059960595996,10.73532731831289,0.11134291651345221,14.797203542730054,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,-0.829526383788799,0.7755633296657356,-0.5684001382952818,-0.33253553109548717,0.7745355481362506,0.15587036813520744,0.1519493643240981,0.0016102024098975567,0.21938888888888888,46.02032342854762,45.05704812755028,76.67783333333334,0.024698811728395064,2162.9272165956786,0.1472307335065913,50.39533785976636,0.04012732747016124,6.71245470208554,0.050206667457024096,9.52255691542139,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,-0.6067662928629887,0.4578602848581691,-0.602800968044387,-0.25488085698019874,-0.5323942917113169,0.35092002954373835,1,0,0,0
0,0.07852332731814514,0.0007958648446652198,0.10555555555555557,32.42324650382679,68.29775662430607,44.930277777777775,0.006961777777777781,1119.5646704722217,0.08779664002682566,35.568448504257255,0.028211076630735306,8.264245677876843,0.03308962420819571,5.788382793636835,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,-0.391586002455811,-0.8608612775599715,0.14644739723656683,-0.16505431200496196,-0.9731251222527798,0.28989513684628126,0.13450174206861057,0.0004778647138422955,0.20927777777777778,31.754184929387275,89.56522727582966,46.28516666666667,0.018568583333333336,1097.8934878055554,0.137165957875852,30.247456041789697,0.021860116967717613,9.463890704981205,0.01993742926014043,3.023749088575059,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,-0.18274669598849158,0.849494642127704,-0.16609502290906453,0.6944735021971513,0.8690185787781982,0.9412610961477376,0,1,0,0
0,0.05050519235612142,0.00038122554507117527,0.07844444444444447,23.655286164987345,102.02096473033613,37.983777777777775,0.002932000000000001,661.5935282777775,0.0409664496875187,22.28098324805259,0.019524997953166992,10.100542793847078,0.027258698920021973,11.346015568424107,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,-0.2298331024455471,-0.19019454415065912,-0.14800186162853035,0.09693507982014417,-0.10079480417022184,0.9683479561165061,0.11733897483593989,0.0012077594288951027,0.18224074074074073,30.41641802258833,151.67361020294135,51.167685185185185,0.014976194444444443,1076.8320955277775,0.1155,36.55328216795313,0.034752833393769535,12.315584038239573,0.05891429127266955,25.487149881506486,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.9767530065547378,-0.6432273730554767,-0.7383398702398626,-0.989068335528636,-0.8847007904253396,0.8996238615516203,0,0,0,0
0,0.0759804883502761,0.00022796847647330905,0.1227222222222222,37.672861277325836,5.734946148499502,60.757666666666665,0.00600100308641975,1424.979422969136,0.07493256227361299,37.23992812530359,0.015098624986180333,2.3947747594501454,0.021599555507380824,1.7876165221959681,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.22224018971779236,0.67105245425007,0.416338983741697,0.7160167614849516,-0.15869819012618844,-0.1458069653744152,0.07565673236866621,0.001721734773221936,0.11209259259259258,28.890503927483785,33.07115658456277,44.01398148148149,0.007445675925925922,867.7323737685183,0.08419224033919831,32.009337079202375,0.041493791984126206,5.750752697218232,0.04562474814485014,9.71892041220352,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2531222075552823,0.7470726363384667,0.5498930605470003,-0.14755828037603053,-0.3576365015932175,0.8575744099617613,0,0,0,0
0,0.05744309334917641,0.00017422929808274168,0.07285185185185186,33.18987151954495,31.42425650992623,51.64266666666666,0.0034739382716049375,1132.991827993827,0.05979966555090421,31.64051255905947,0.013199594618121485,5.605734252524484,0.012431566612799538,9.921123142040695,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.502555673469126,-0.4868647110804788,-0.9880675291202802,-0.9325227094606152,-0.9321716184821621,0.9246397690394194,0.0775805447414433,0.0008607714232999302,0.11766666666666674,29.904764860435552,130.20462216366406,48.25438888888888,0.006879512345679014,1024.4995835216043,0.07135124385741294,29.861705162669832,0.02933890630715348,11.41072399822483,0.03455640438599148,22.097900173199914,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.7262741028645282,0.76760200053325,0.5343714448633373,-0.9400218894683383,-0.2522461529556659,0.00630033140251729,0,0,0,0
0,0.0761211317203555,0.0015981751574641444,0.10922222222222233,30.174131776826055,28.88548813819302,48.661833333333334,0.007392601851851855,939.3637166234569,0.04598912915026774,26.015373820108756,0.03997718296058571,5.374522131147384,0.0750939724553508,11.035904341540743,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.5291006718879546,0.7194820272047326,-0.968733277224735,-0.3555768997002688,-0.49374769858671663,0.9880902136985968,0.07149541857302136,0.0005424545057845262,0.10962962962962967,22.845980922161466,221.9336081733701,35.029185185185185,0.005654049382716051,743.8724524691356,0.07217109301283077,16.124247996246037,0.023290652755655564,14.897436295328472,0.031116987097614734,24.053970510010785,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.8071401329032135,0.6689016969603333,0.21457419565607264,-0.992766142273494,0.3793540970924153,-0.3203016419614068,0,0,0,1
0,0.14667378688881147,0.0021920259341399644,0.22206250000000005,42.09652473717304,63.689741656744445,71.740375,0.023705225694444446,1835.8071366041663,0.1272706003189869,40.03898202567747,0.04681907660494774,7.980585295374296,0.06196883329209975,9.508417343832548,0.25,0.25,0.25,0.125,-0.5374226645146342,0.024881801272765607,-0.849614613904202,0.9270636231141735,0.8654530513368444,0.9362504238917005,0.0660801612854253,0.00027241228449217833,0.09337499999999996,10.897754325609604,26.867356346157152,16.452125,0.004638999999999998,145.62840568749994,0.0637853796041692,9.926836718393085,0.016504916979257375,5.183373066465229,0.02459217264407585,9.29751657457471,0.25,0.125,0.25,0.125,-0.33768585567760345,-0.7439787349744532,0.48400758171842667,-0.3238389617144081,-0.34117419555817174,0.9359633443629154,0,0,1,0
1,0.38092375016335134,0.03852831878371088,0.6262222222222222,63.71357885193101,473.25207254543653,89.17744444444443,0.18363122222222217,4532.672202666665,0.3956200829078322,60.797451953186325,0.19628631838136573,21.754357553038346,0.20354509217512315,30.181530100288484,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,-0.9679657659093239,0.9157623893860503,-0.9328522893468488,-0.08561927833862588,0.9586173793895355,0.02205939582594873,0.11842812574307543,0.0009860845885378566,0.18405555555555553,24.424901340586544,209.06901019705828,35.11772222222223,0.015011305555555549,805.6448156944443,0.1246154083570728,23.174193189839425,0.031401983831246344,14.459218865383367,0.04024732531700419,17.26026239430889,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8513329234645531,0.45832232843100784,0.5875594029803565,-0.9532639960242191,-0.71625524053339,0.8569842610395513,0,0,0,0
0,0.11554594715412317,0.005443720516009666,0.17325925925925928,31.47974158025342,69.19575949108079,46.59266666666666,0.01879458641975309,1060.1698894506173,0.08970445300479174,33.5602940578595,0.07378157301121782,8.318398853810798,0.07939005301505601,12.015641175177823,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5241798157800248,0.5047677595250317,0.5011032770827382,-0.1470716023289891,0.3567867347171896,0.8607409903689438,0.0665226344863811,0.00045928848370739437,0.09622222222222221,13.585880702402502,27.546079873420645,21.375888888888888,0.004884549382716052,212.1222343333333,0.06923871749245504,12.795450658556561,0.02143101686125496,5.248435945443237,0.027401533504910307,6.62918986730857,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5227357788313637,-0.6551753405397729,-0.5757333700054276,-0.9744225180233944,-0.14240000047869056,0.3026109395326469,1,0,0,0
0,0.08232556961549503,0.0012567413282250216,0.11344444444444443,16.76924353803222,82.72800133191777,26.444166666666664,0.00803424074074074,363.935530169753,0.08604068804931767,15.533930539306526,0.03545054764351351,9.095493462804411,0.070207723593438,9.529241175554318,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.002485294051744201,0.8256754873481528,0.05395027131003608,0.673123346280931,0.34319700889736177,0.822420814269378,0.09001054685951237,0.00017799034294041415,0.13344444444444445,19.43109305694831,1.7630054023386452,29.189000000000004,0.008279888888888887,379.3303827901234,0.08788060081724518,19.145301832303403,0.013341302145608356,1.3277821366243203,0.024177844762433176,1.2067516658576203,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,-0.9501266719003912,0.4302502445603111,-0.4331302255374852,-0.02644001322587205,0.9311534929959889,0.2683508535878149,0,1,0,0
